327 / 35 . 	45.97513	40.30245	0.24761	0.17892	13.07134	99.77544	14402.3	-1850.7	285	 	 	Kiki1_CTrav	854.86	12.09498	474	5/28/2016 6:48	86.2381402
327 / 36 . 	45.92513	40.49909	0.23406	0.19803	12.93756	99.79387	14402.4	-1875.8	285	 	 	Kiki1_CTrav	879.99	12.0834	475	5/28/2016 6:49	86.34695256
327 / 37 . 	45.63977	40.64442	0.23387	0.17028	12.96083	99.64916	14402.5	-1900.9	286	 	 	Kiki1_CTrav	905.15	12.0686	476	5/28/2016 6:50	86.25201038
327 / 38 . 	45.60292	40.33497	0.27362	0.18409	13.00579	99.40138	14402.6	-1926.1	286	 	 	Kiki1_CTrav	930.28	12.05073	477	5/28/2016 6:52	86.20129096
327 / 39 . 	46.03898	40.29759	0.27279	0.1866	12.7809	99.57687	14402.7	-1951.2	287	 	 	Kiki1_CTrav	955.43	12.04303	478	5/28/2016 6:53	86.51884616
327 / 40 . 	45.90584	40.58851	0.23706	0.17604	13.02084	99.92829	14402.8	-1976.4	287	 	 	Kiki1_CTrav	980.56	12.10521	479	5/28/2016 6:54	86.26615595
327 / 41 . 	46.00909	40.27843	0.23192	0.16586	12.85794	99.54324	14402.9	-2001.5	288	 	 	Kiki1_CTrav	1005.72	12.04363	480	5/28/2016 6:55	86.44098718
327 / 42 . 	46.03598	40.25079	0.29757	0.16738	12.87946	99.63119	14403	-2026.6	288	 	 	Kiki1_CTrav	1030.85	12.05938	481	5/28/2016 6:57	86.42823022
327 / 43 . 	46.34293	40.26715	0.23214	0.17243	12.88324	99.89789	14403.1	-2051.8	289	 	 	Kiki1_CTrav	1056	12.08416	482	5/28/2016 6:58	86.5025663
327 / 44 . 	45.55813	40.48672	0.25066	0.16358	12.77052	99.22962	14403.2	-2076.9	289	 	 	Kiki1_CTrav	1081.13	12.00258	483	5/28/2016 6:59	86.40546098
327 / 45 . 	46.15318	40.43853	0.24193	0.17626	12.81225	99.82217	14403.3	-2102	290	 	 	Kiki1_CTrav	1106.29	12.06974	484	5/28/2016 7:00	86.51916761
327 / 46 . 	46.18466	40.4868	0.24986	0.16025	12.9112	99.99277	14403.4	-2127.2	290	 	 	Kiki1_CTrav	1131.42	12.09792	485	5/28/2016 7:02	86.43717861
327 / 47 . 	46.10711	40.52684	0.25455	0.15964	12.87378	99.92191	14403.5	-2152.3	291	 	 	Kiki1_CTrav	1156.57	12.08659	486	5/28/2016 7:03	86.45149728
327 / 48 . 	45.96024	40.55956	0.21371	0.18551	12.87461	99.79364	14403.6	-2177.5	291	 	 	Kiki1_CTrav	1181.7	12.07372	487	5/28/2016 7:04	86.41332702
327 / 49 . 	46.44788	40.5501	0.23327	0.15338	12.88975	100.2744	14403.7	-2202.6	292	 	 	Kiki1_CTrav	1206.86	12.12324	488	5/28/2016 7:06	86.52306604
327 / 50 . 	46.38773	40.56493	0.22996	0.15889	12.90481	100.2463	14403.8	-2227.7	292	 	 	Kiki1_CTrav	1231.99	12.12251	489	5/28/2016 7:07	86.49431384
327 / 51 . 	46.44412	40.66701	0.26584	0.16934	13.06048	100.6068	14403.9	-2252.9	293	 	 	Kiki1_CTrav	1257.14	12.18181	490	5/28/2016 7:08	86.36793799
327 / 52 . 	46.35217	40.68698	0.29076	0.17628	12.85841	100.3646	14404	-2278	294	 	 	Kiki1_CTrav	1282.29	12.13555	491	5/28/2016 7:09	86.52739895
328 / 1 . 	44.09593	40.5691	0.25684	0.17297	12.71927	97.81411	15561	-1657	268	 	 	Kiki1_ATrav	0	11.85097	492	5/28/2016 7:11	86.06599738
328 / 2 . 	44.26057	40.84171	0.25801	0.16607	13.09723	98.62359	15536	-1657	268	 	 	Kiki1_ATrav	24.96	11.97942	493	5/28/2016 7:12	85.75668615
328 / 3 . 	44.17857	41.13102	0.26147	0.1768	12.95942	98.70728	15511.1	-1657	268	 	 	Kiki1_ATrav	49.93	11.97468	494	5/28/2016 7:14	85.8629074
328 / 4 . 	44.51996	40.70173	0.27409	0.20387	12.99787	98.69751	15486.1	-1657	269	 	 	Kiki1_ATrav	74.9	11.98012	495	5/28/2016 7:15	85.92028861
328 / 5 . 	44.89436	41.02953	0.25108	0.18562	12.98176	99.34234	15461.2	-1657	269	 	 	Kiki1_ATrav	99.86	12.0433	496	5/28/2016 7:16	86.03620018
328 / 6 . 	44.94623	40.62716	0.24618	0.17023	13.019	99.0088	15436.2	-1657	269	 	 	Kiki1_ATrav	124.82	12.00935	497	5/28/2016 7:17	86.01564585
328 / 7 . 	44.23861	41.37548	0.23688	0.18851	13.03294	99.07242	15411.2	-1657	270	 	 	Kiki1_ATrav	149.79	12.02192	498	5/28/2016 7:19	85.81064396
328 / 8 . 	44.93012	40.91922	0.26969	0.173	12.95859	99.25062	15386.3	-1657	270	 	 	Kiki1_ATrav	174.75	12.03042	499	5/28/2016 7:20	86.06719878
328 / 9 . 	45.04261	41.07149	0.26165	0.15471	13.01712	99.54757	15361.3	-1657	270	 	 	Kiki1_ATrav	199.71	12.06626	500	5/28/2016 7:21	86.04312642
328 / 10 . 	44.99898	41.00483	0.21862	0.18428	12.91073	99.31743	15336.3	-1657	271	 	 	Kiki1_ATrav	224.69	12.03024	501	5/28/2016 7:22	86.12981523
328 / 11 . 	45.46232	40.55931	0.26393	0.17403	13.0509	99.51049	15311.4	-1657	271	 	 	Kiki1_ATrav	249.65	12.06651	502	5/28/2016 7:24	86.12319179
328 / 12 . 	45.19566	40.98448	0.25728	0.16105	13.14218	99.74065	15286.4	-1657	271	 	 	Kiki1_ATrav	274.61	12.10091	503	5/28/2016 7:25	85.96887417
328 / 13 . 	45.01449	40.96598	0.25648	0.16522	12.95757	99.35974	15261.4	-1657	272	 	 	Kiki1_ATrav	299.58	12.0402	504	5/28/2016 7:26	86.0906229
328 / 14 . 	45.1748	40.68309	0.25746	0.17191	12.91495	99.20222	15236.5	-1657	272	 	 	Kiki1_ATrav	324.54	12.01854	505	5/28/2016 7:28	86.17244189
328 / 15 . 	45.17665	40.92434	0.23511	0.18576	12.97348	99.49535	15211.5	-1657	272	 	 	Kiki1_ATrav	349.5	12.05689	506	5/28/2016 7:29	86.11896451
328 / 16 . 	45.11184	40.79275	0.24675	0.18725	13.10953	99.44813	15186.6	-1657	273	 	 	Kiki1_ATrav	374.48	12.06809	507	5/28/2016 7:30	85.97648542
328 / 17 . 	45.35288	40.73859	0.30441	0.16478	12.98043	99.54108	15161.6	-1657	273	 	 	Kiki1_ATrav	399.44	12.06374	508	5/28/2016 7:31	86.15905515
328 / 18 . 	45.5312	40.44329	0.28372	0.1849	12.89707	99.34019	15136.6	-1657	273	 	 	Kiki1_ATrav	424.4	12.0329	509	5/28/2016 7:33	86.28221892
328 / 19 . 	45.3908	40.68131	0.28931	0.19366	13.14857	99.70367	15111.7	-1657	274	 	 	Kiki1_ATrav	449.37	12.10209	510	5/28/2016 7:34	86.01491661
328 / 20 . 	45.60632	40.73214	0.24549	0.17938	13.00009	99.76342	15086.7	-1657	274	 	 	Kiki1_ATrav	474.33	12.08708	511	5/28/2016 7:35	86.20739079
328 / 21 . 	45.55542	40.6855	0.24415	0.17358	13.03679	99.69544	15061.7	-1657	274	 	 	Kiki1_ATrav	499.29	12.08336	512	5/28/2016 7:36	86.16052671
328 / 22 . 	45.67925	40.58549	0.25543	0.18288	13.03625	99.7393	15036.8	-1657	275	 	 	Kiki1_ATrav	524.27	12.08917	513	5/28/2016 7:38	86.19335651
328 / 23 . 	45.93024	40.5886	0.26384	0.17373	13.11341	100.0698	15011.8	-1657	275	 	 	Kiki1_ATrav	549.23	12.13207	514	5/28/2016 7:39	86.18833549
328 / 24 . 	45.4394	40.80314	0.25341	0.16582	13.15906	99.82083	14986.9	-1657	275	 	 	Kiki1_ATrav	574.19	12.11078	515	5/28/2016 7:40	86.01819597
328 / 25 . 	45.58883	40.91531	0.30935	0.18416	12.8277	99.82535	14961.9	-1657	276	 	 	Kiki1_ATrav	599.16	12.07874	516	5/28/2016 7:42	86.36083502
328 / 26 . 	45.83726	40.71875	0.26463	0.16586	12.90232	99.88883	14936.9	-1657	276	 	 	Kiki1_ATrav	624.13	12.08849	517	5/28/2016 7:43	86.35652716
328 / 27 . 	45.6296	40.67439	0.25322	0.18458	12.93345	99.67525	14912	-1657	276	 	 	Kiki1_ATrav	649.09	12.07099	518	5/28/2016 7:44	86.27442895
328 / 28 . 	45.5923	40.72224	0.28333	0.16084	12.85456	99.61327	14887	-1657	277	 	 	Kiki1_ATrav	674.06	12.0549	519	5/28/2016 7:45	86.33707601
328 / 29 . 	45.88956	40.72615	0.24275	0.17771	13.07213	100.1083	14862	-1657	277	 	 	Kiki1_ATrav	699.02	12.13096	520	5/28/2016 7:47	86.2152975
328 / 30 . 	45.75157	41.02016	0.23552	0.16726	12.95446	100.129	14837.1	-1657	278	 	 	Kiki1_ATrav	723.99	12.11907	521	5/28/2016 7:48	86.2868145
328 / 31 . 	45.52401	40.66085	0.2261	0.17101	13.04563	99.62761	14812.1	-1657	278	 	 	Kiki1_ATrav	748.96	12.07584	522	5/28/2016 7:49	86.14421141
328 / 32 . 	45.81585	40.68301	0.24873	0.16537	13.17347	100.0864	14787.2	-1657	278	 	 	Kiki1_ATrav	773.92	12.13929	523	5/28/2016 7:50	86.10403961
328 / 33 . 	45.8694	40.56064	0.26172	0.18661	13.0052	99.88356	14762.2	-1657	279	 	 	Kiki1_ATrav	798.89	12.10129	524	5/28/2016 7:52	86.27098623
328 / 34 . 	45.64095	40.83882	0.25835	0.16419	12.97526	99.87757	14737.2	-1657	279	 	 	Kiki1_ATrav	823.85	12.09567	525	5/28/2016 7:53	86.23911716
328 / 35 . 	45.43235	40.96004	0.26674	0.18069	12.85015	99.68997	14712.3	-1657	279	 	 	Kiki1_ATrav	848.81	12.06442	526	5/28/2016 7:54	86.29962359
328 / 36 . 	45.56995	40.69428	0.26952	0.18369	12.95608	99.67352	14687.3	-1657	280	 	 	Kiki1_ATrav	873.79	12.07442	527	5/28/2016 7:55	86.23819694
328 / 37 . 	45.68792	40.47155	0.25616	0.18191	12.69613	99.29367	14662.3	-1657	280	 	 	Kiki1_ATrav	898.75	12.00288	528	5/28/2016 7:57	86.50717989
328 / 38 . 	45.77284	40.73272	0.2779	0.15813	12.95556	99.89715	14637.4	-1657	280	 	 	Kiki1_ATrav	923.71	12.09557	529	5/28/2016 7:58	86.29130894
328 / 39 . 	45.75505	40.73326	0.27039	0.17026	13.01453	99.94349	14612.4	-1657	281	 	 	Kiki1_ATrav	948.68	12.10806	530	5/28/2016 7:59	86.23288412
328 / 40 . 	45.6839	40.45612	0.24025	0.18231	12.86161	99.42419	14587.4	-1657	281	 	 	Kiki1_ATrav	973.64	12.03464	531	5/28/2016 8:01	86.35427517
328 / 41 . 	45.84925	40.5249	0.21746	0.16217	13.00039	99.75417	14562.5	-1657	281	 	 	Kiki1_ATrav	998.6	12.08176	532	5/28/2016 8:02	86.27016343
328 / 42 . 	45.96993	40.55739	0.27192	0.19266	12.88725	99.87916	14537.5	-1657	282	 	 	Kiki1_ATrav	1023.58	12.08844	533	5/28/2016 8:03	86.40427847
328 / 43 . 	45.86276	40.48382	0.22213	0.16613	12.97762	99.71246	14512.6	-1657	282	 	 	Kiki1_ATrav	1048.54	12.07534	534	5/28/2016 8:04	86.29439921
328 / 44 . 	45.75467	40.73533	0.2374	0.19449	12.93158	99.85347	14487.6	-1657	282	 	 	Kiki1_ATrav	1073.5	12.08967	535	5/28/2016 8:06	86.30851895
328 / 45 . 	45.4276	40.61799	0.24443	0.17919	13.06763	99.53684	14462.6	-1657	283	 	 	Kiki1_ATrav	1098.47	12.07078	536	5/28/2016 8:07	86.09873262
328 / 46 . 	45.57457	40.55111	0.26107	0.18163	13.04239	99.61076	14437.7	-1657	283	 	 	Kiki1_ATrav	1123.43	12.07658	537	5/28/2016 8:08	86.16041721
328 / 47 . 	45.8218	40.49795	0.22278	0.16647	12.86155	99.57055	14412.7	-1657	283	 	 	Kiki1_ATrav	1148.39	12.04725	538	5/28/2016 8:09	86.38980735
328 / 48 . 	45.82003	40.5812	0.27226	0.19071	12.85389	99.71808	14387.7	-1657	284	 	 	Kiki1_ATrav	1173.37	12.06771	539	5/28/2016 8:11	86.39635657
328 / 49 . 	45.55752	40.6867	0.28668	0.15993	12.89803	99.58884	14362.8	-1657	284	 	 	Kiki1_ATrav	1198.33	12.05736	540	5/28/2016 8:12	86.28817685
328 / 50 . 	46.02938	40.27851	0.22608	0.15988	13.04176	99.73562	14337.8	-1657	284	 	 	Kiki1_ATrav	1223.29	12.08394	541	5/28/2016 8:13	86.27897222
328 / 51 . 	45.8018	40.55943	0.27466	0.1775	12.71774	99.53113	14312.9	-1657	285	 	 	Kiki1_ATrav	1248.26	12.03112	542	5/28/2016 8:14	86.51638449
328 / 52 . 	45.86899	40.49369	0.24756	0.16351	13.19066	99.96442	14287.9	-1657	285	 	 	Kiki1_ATrav	1273.23	12.12756	543	5/28/2016 8:16	86.10230632
328 / 53 . 	45.79338	40.70272	0.25857	0.17876	13.1067	100.0401	14262.9	-1657	285	 	 	Kiki1_ATrav	1298.19	12.12886	544	5/28/2016 8:17	86.15887803
328 / 54 . 	46.07376	40.56185	0.22812	0.18822	13.04799	100.0999	14238	-1657	286	 	 	Kiki1_ATrav	1323.16	12.12688	545	5/28/2016 8:18	86.28472607
328 / 55 . 	45.49261	40.42459	0.24432	0.16114	12.8415	99.16418	14213	-1657	286	 	 	Kiki1_ATrav	1348.12	12.00309	546	5/28/2016 8:19	86.32323971
328 / 56 . 	45.93719	40.30509	0.24381	0.17569	13.08712	99.7489	14188	-1657	287	 	 	Kiki1_ATrav	1373.09	12.09347	547	5/28/2016 8:21	86.21400597
328 / 57 . 	45.9677	40.23203	0.2444	0.14955	12.93774	99.53142	14163.1	-1657	287	 	 	Kiki1_ATrav	1398.06	12.05047	548	5/28/2016 8:22	86.35770764
328 / 58 . 	45.90595	40.2673	0.23104	0.15653	12.96247	99.52328	14138.1	-1657	287	 	 	Kiki1_ATrav	1423.02	12.05255	549	5/28/2016 8:23	86.31932781
328 / 59 . 	46.08834	40.27569	0.25756	0.19172	12.98983	99.80314	14113.2	-1657	288	 	 	Kiki1_ATrav	1447.99	12.09031	550	5/28/2016 8:24	86.34123971
328 / 60 . 	45.94684	40.58406	0.27728	0.16964	13.08241	100.0602	14088.2	-1657	288	 	 	Kiki1_ATrav	1472.95	12.12785	551	5/28/2016 8:26	86.22077938
328 / 61 . 	45.93285	40.20381	0.24388	0.17468	12.90928	99.4645	14063.2	-1657	288	 	 	Kiki1_ATrav	1497.91	12.04277	552	5/28/2016 8:27	86.3747079
328 / 62 . 	45.93323	40.44935	0.24618	0.19368	13.09245	99.91489	14038.3	-1657	289	 	 	Kiki1_ATrav	1522.89	12.11402	553	5/28/2016 8:28	86.20814068
328 / 63 . 	45.72956	40.39053	0.25198	0.15974	13.06264	99.59444	14013.3	-1657	289	 	 	Kiki1_ATrav	1547.85	12.07368	554	5/28/2016 8:29	86.18238615
328 / 64 . 	46.00525	40.1966	0.24361	0.15993	12.94294	99.54832	13988.3	-1657	289	 	 	Kiki1_ATrav	1572.81	12.05376	555	5/28/2016 8:31	86.36259256
328 / 65 . 	45.85022	40.65321	0.24261	0.18164	13.18732	100.115	13963.4	-1657	290	 	 	Kiki1_ATrav	1597.78	12.14512	556	5/28/2016 8:32	86.10043887
328 / 66 . 	45.84234	40.41698	0.25838	0.18122	13.09111	99.79003	13938.4	-1657	290	 	 	Kiki1_ATrav	1622.74	12.10015	557	5/28/2016 8:33	86.18579249
328 / 67 . 	45.79599	40.50595	0.25337	0.18346	13.21528	99.95405	13913.4	-1657	290	 	 	Kiki1_ATrav	1647.7	12.13189	558	5/28/2016 8:34	86.06088152
328 / 68 . 	45.99369	40.23247	0.24271	0.17312	13.16401	99.80601	13888.5	-1657	291	 	 	Kiki1_ATrav	1672.68	12.10769	559	5/28/2016 8:36	86.1588975
328 / 69 . 	45.8651	40.26007	0.23041	0.17005	13.12509	99.65073	13863.5	-1657	291	 	 	Kiki1_ATrav	1697.64	12.08604	560	5/28/2016 8:37	86.16081965
328 / 70 . 	45.8154	40.52676	0.26517	0.16018	13.13844	99.90595	13838.6	-1657	291	 	 	Kiki1_ATrav	1722.6	12.11629	561	5/28/2016 8:38	86.13575055
328 / 71 . 	45.83354	40.11205	0.24478	0.16713	13.26303	99.62054	13813.6	-1657	292	 	 	Kiki1_ATrav	1747.57	12.09886	562	5/28/2016 8:39	86.0274132
328 / 72 . 	45.67937	40.52704	0.25204	0.16702	13.18237	99.80783	13788.6	-1657	292	 	 	Kiki1_ATrav	1772.53	12.11108	563	5/28/2016 8:41	86.06020548
328 / 73 . 	46.0209	40.35042	0.29433	0.12821	13.12169	99.91555	13763.7	-1657	292	 	 	Kiki1_ATrav	1797.49	12.11301	564	5/28/2016 8:42	86.20428753
328 / 74 . 	45.85283	40.2189	0.26002	0.19333	13.27225	99.79732	13738.7	-1657	293	 	 	Kiki1_ATrav	1822.47	12.12251	565	5/28/2016 8:43	86.02411762
328 / 75 . 	45.93174	40.0638	0.2432	0.17585	13.12313	99.53771	13713.7	-1657	293	 	 	Kiki1_ATrav	1847.43	12.07469	566	5/28/2016 8:44	86.17990177
328 / 76 . 	46.18043	40.29055	0.25466	0.17994	13.3433	100.2489	13688.8	-1657	293	 	 	Kiki1_ATrav	1872.39	12.17626	567	5/28/2016 8:46	86.04550657
328 / 77 . 	46.13936	40.33162	0.25302	0.19791	13.23867	100.1606	13663.8	-1657	294	 	 	Kiki1_ATrav	1897.36	12.15695	568	5/28/2016 8:47	86.12913684
328 / 78 . 	46.35	40.12436	0.25508	0.1648	12.97514	99.86938	13638.9	-1657	294	 	 	Kiki1_ATrav	1922.32	12.09187	569	5/28/2016 8:48	86.42115091
328 / 79 . 	46.21907	40.2438	0.24732	0.18214	13.0657	99.95804	13613.9	-1657	294	 	 	Kiki1_ATrav	1947.29	12.11344	570	5/28/2016 8:49	86.30592525
328 / 80 . 	46.51859	40.17793	0.25476	0.16205	13.03263	100.146	13588.9	-1657	295	 	 	Kiki1_ATrav	1972.26	12.12721	571	5/28/2016 8:51	86.41187445
328 / 81 . 	46.55512	40.16588	0.26809	0.18614	12.89798	100.0732	13564	-1657	295	 	 	Kiki1_ATrav	1997.22	12.10741	572	5/28/2016 8:52	86.54250271
328 / 82 . 	46.76656	40.15542	0.26735	0.18079	13	100.3701	13539	-1657	296	 	 	Kiki1_ATrav	2022.19	12.14948	573	5/28/2016 8:53	86.5034718
329 / 1 . 	49.34111	41.0572	0.13581	0.1228	9.89522	100.5521	7068	31880	167	 	 	SColv19	 	11.79811	574	5/28/2016 8:55	89.88251945
330 / 1 . 	49.01664	40.80407	0.12663	0.12433	9.87264	99.9443	7208	31880	163	 	 	SColv20	 	11.73081	575	5/28/2016 8:56	89.84322781
331 / 1 . 	49.19482	41.26867	0.12312	0.15411	9.77309	100.5138	7208	31800	163	 	 	SColv21	 	11.78339	576	5/28/2016 8:58	89.96813161
