325 / 29 . 	46.24116	37.94062	0.07764	0.17037	11.92873	96.35852	11495.6	-1655	313	 	 	SC1-2_CTrav	1400.17	11.58623	373	5/28/2016 4:39	87.35207412
325 / 30 . 	46.36312	37.95334	0.08153	0.15305	11.78915	96.34019	11494.9	-1705	313	 	 	SC1-2_CTrav	1450.17	11.56659	374	5/28/2016 4:40	87.51036022
325 / 31 . 	46.50697	38.05983	0.07779	0.15369	11.72499	96.52327	11494.3	-1755	314	 	 	SC1-2_CTrav	1500.18	11.57848	375	5/28/2016 4:41	87.60356475
325 / 32 . 	46.74588	37.85205	0.08225	0.16557	11.87172	96.71747	11493.7	-1805	314	 	 	SC1-2_CTrav	1550.18	11.61643	376	5/28/2016 4:43	87.52393215
325 / 33 . 	46.35912	38.16239	0.06223	0.16085	11.8128	96.55739	11493.1	-1855	315	 	 	SC1-2_CTrav	1600.19	11.59241	377	5/28/2016 4:44	87.48749532
325 / 34 . 	46.26599	38.04553	0.07045	0.14664	11.90001	96.42863	11492.5	-1905	315	 	 	SC1-2_CTrav	1650.2	11.58762	378	5/28/2016 4:45	87.38460137
325 / 35 . 	46.77835	38.24957	0.07341	0.13234	11.83715	97.07083	11491.8	-1955	316	 	 	SC1-2_CTrav	1700.21	11.64666	379	5/28/2016 4:46	87.56330461
325 / 36 . 	46.54978	38.03424	0.06153	0.1467	11.70723	96.49948	11491.2	-2005	316	 	 	SC1-2_CTrav	1750.21	11.57209	380	5/28/2016 4:48	87.62999422
325 / 37 . 	46.2214	38.27049	0.06052	0.15846	11.6267	96.33757	11490.6	-2055	316	 	 	SC1-2_CTrav	1800.21	11.54804	381	5/28/2016 4:49	87.62807586
325 / 38 . 	47.10954	38.54562	0.06214	0.13664	11.83311	97.68705	11490	-2105	317	 	 	SC1-2_CTrav	1850.22	11.71128	382	5/28/2016 4:50	87.6436277
325 / 39 . 	46.49598	38.21224	0.05725	0.14943	11.71863	96.63352	11489.3	-2155	317	 	 	SC1-2_CTrav	1900.22	11.5881	383	5/28/2016 4:52	87.60689007
325 / 40 . 	46.59709	38.78616	0.08962	0.15497	11.77142	97.39926	11488.7	-2205	318	 	 	SC1-2_CTrav	1950.23	11.67878	384	5/28/2016 4:53	87.58165279
325 / 41 . 	46.43362	38.56271	0.08879	0.1458	11.72827	96.95918	11488.1	-2255	318	 	 	SC1-2_CTrav	2000.24	11.62605	385	5/28/2016 4:54	87.58337184
325 / 42 . 	47.05629	38.67276	0.09083	0.15695	11.69718	97.674	11487.5	-2305	319	 	 	SC1-2_CTrav	2050.25	11.69863	386	5/28/2016 4:55	87.75605963
325 / 43 . 	47.01732	38.81042	0.07118	0.13905	11.92124	97.95922	11486.9	-2355	319	 	 	SC1-2_CTrav	2100.25	11.75168	387	5/28/2016 4:57	87.54169111
325 / 44 . 	47.31158	39.13362	0.0814	0.14572	11.62535	98.29766	11486.2	-2405	320	 	 	SC1-2_CTrav	2150.26	11.75527	388	5/28/2016 4:58	87.87983776
325 / 45 . 	47.20084	39.32236	0.09717	0.12679	11.64644	98.39359	11485.6	-2455	320	 	 	SC1-2_CTrav	2200.26	11.76738	389	5/28/2016 4:59	87.83550288
325 / 46 . 	47.19381	39.61138	0.07764	0.1657	11.57862	98.62716	11485	-2505	321	 	 	SC1-2_CTrav	2250.27	11.78796	390	5/28/2016 5:00	87.89618227
325 / 47 . 	47.26263	39.79253	0.08192	0.15121	11.65571	98.94399	11484.4	-2555	321	 	 	SC1-2_CTrav	2300.27	11.82929	391	5/28/2016 5:02	87.84097877
325 / 48 . 	47.26257	39.94542	0.05473	0.17587	11.76392	99.20249	11483.7	-2605	322	 	 	SC1-2_CTrav	2350.29	11.87031	392	5/28/2016 5:03	87.74191968
325 / 49 . 	47.75957	40.01431	0.07601	0.1657	11.81	99.8256	11483.1	-2655	322	 	 	SC1-2_CTrav	2400.29	11.94102	393	5/28/2016 5:04	87.81220911
325 / 50 . 	47.38385	40.13923	0.09788	0.15271	11.83597	99.60963	11482.5	-2705	323	 	 	SC1-2_CTrav	2450.3	11.92198	394	5/28/2016 5:05	87.70376014
325 / 51 . 	47.50244	40.48457	0.07055	0.16073	11.54794	99.76623	11481.9	-2755	323	 	 	SC1-2_CTrav	2500.3	11.90546	395	5/28/2016 5:07	87.99341802
325 / 52 . 	47.27763	40.87527	0.10066	0.17963	11.73353	100.1667	11481.3	-2805	324	 	 	SC1-2_CTrav	2550.31	11.97408	396	5/28/2016 5:08	87.77313288
325 / 53 . 	47.44962	41.02456	0.07138	0.14459	11.63455	100.3247	11480.6	-2855	324	 	 	SC1-2_CTrav	2600.31	11.97408	397	5/28/2016 5:09	87.90242533
325 / 54 . 	47.84203	40.76056	0.10182	0.15513	11.53905	100.3986	11480	-2905	325	 	 	SC1-2_CTrav	2650.32	11.97269	398	5/28/2016 5:11	88.07656407
326 / 1 . 	48.48534	40.13712	0.05614	0.16395	11.42459	100.2671	10288	-1423	329	 	 	SC1-2_ATrav	0	11.94143	399	5/28/2016 5:12	88.31935872
326 / 2 . 	48.37284	40.1082	0.09761	0.15845	11.6825	100.4196	10338	-1423.4	328	 	 	SC1-2_ATrav	49.99	11.98902	400	5/28/2016 5:13	88.0626832
326 / 3 . 	47.56479	39.94294	0.08136	0.14032	11.9138	99.6432	10388	-1423.8	327	 	 	SC1-2_ATrav	99.97	11.93137	401	5/28/2016 5:15	87.67414977
326 / 4 . 	47.68151	39.96983	0.10738	0.15842	11.69741	99.61456	10437.9	-1424.2	327	 	 	SC1-2_ATrav	149.94	11.90698	402	5/28/2016 5:16	87.89696734
326 / 5 . 	47.7393	39.90931	0.06605	0.14642	11.42814	99.28922	10487.9	-1424.6	326	 	 	SC1-2_ATrav	199.93	11.83785	403	5/28/2016 5:17	88.15519254
326 / 6 . 	47.94574	39.7458	0.10595	0.16162	11.70486	99.66396	10537.9	-1425	326	 	 	SC1-2_ATrav	249.9	11.91236	404	5/28/2016 5:19	87.94888728
326 / 7 . 	47.67629	39.54711	0.055	0.16435	11.70148	99.14423	10587.9	-1425.4	325	 	 	SC1-2_ATrav	299.89	11.85423	405	5/28/2016 5:20	87.89210099
326 / 8 . 	47.4932	39.29068	0.10282	0.14854	11.44246	98.47768	10637.8	-1425.8	324	 	 	SC1-2_ATrav	349.87	11.75508	406	5/28/2016 5:21	88.0879846
326 / 9 . 	47.53905	39.33076	0.04522	0.15761	11.72041	98.79305	10687.8	-1426.2	324	 	 	SC1-2_ATrav	399.84	11.81768	407	5/28/2016 5:22	87.84413967
326 / 10 . 	47.52931	39.11498	0.10049	0.15986	11.76378	98.66841	10737.8	-1426.6	323	 	 	SC1-2_ATrav	449.83	11.81253	408	5/28/2016 5:24	87.80244966
326 / 11 . 	47.41033	38.975	0.05712	0.14764	11.749	98.3391	10787.8	-1427	323	 	 	SC1-2_ATrav	499.8	11.77199	409	5/28/2016 5:25	87.78906422
326 / 12 . 	47.62956	39.04398	0.03483	0.17057	11.62819	98.50711	10837.7	-1427.4	322	 	 	SC1-2_ATrav	549.79	11.77686	410	5/28/2016 5:26	87.94841499
326 / 13 . 	47.0954	38.8242	0.0733	0.15908	11.717	97.86898	10887.7	-1427.8	321	 	 	SC1-2_ATrav	599.77	11.72097	411	5/28/2016 5:27	87.7467924
326 / 14 . 	47.30829	38.90372	0.09803	0.1667	11.75436	98.2311	10937.7	-1428.2	321	 	 	SC1-2_ATrav	649.74	11.76566	412	5/28/2016 5:29	87.76105026
326 / 15 . 	47.45389	38.61592	0.05671	0.15069	11.70556	97.98277	10987.7	-1428.6	320	 	 	SC1-2_ATrav	699.73	11.72875	413	5/28/2016 5:30	87.83853088
326 / 16 . 	46.69162	38.8734	0.06302	0.16349	11.76758	97.5591	11037.6	-1429	320	 	 	SC1-2_ATrav	749.7	11.6946	414	5/28/2016 5:31	87.60722054
326 / 17 . 	46.91877	38.91503	0.05111	0.16135	11.75396	97.80021	11087.6	-1429.4	319	 	 	SC1-2_ATrav	799.69	11.71733	415	5/28/2016 5:33	87.67233646
326 / 18 . 	47.01956	38.65711	0.05394	0.14437	11.85178	97.72676	11137.6	-1429.8	318	 	 	SC1-2_ATrav	849.67	11.71834	416	5/28/2016 5:34	87.60580044
326 / 19 . 	46.79334	38.943	0.06006	0.16303	11.714	97.67343	11187.6	-1430.2	318	 	 	SC1-2_ATrav	899.65	11.70034	417	5/28/2016 5:35	87.68020869
326 / 20 . 	46.75874	38.48008	0.05265	0.16063	11.56438	97.01646	11237.5	-1430.6	317	 	 	SC1-2_ATrav	949.63	11.61208	418	5/28/2016 5:36	87.81048239
326 / 21 . 	46.84743	38.70057	0.06403	0.16607	11.82824	97.60634	11287.5	-1431	317	 	 	SC1-2_ATrav	999.6	11.7062	419	5/28/2016 5:38	87.58755437
326 / 22 . 	46.76633	38.85351	0.03513	0.16642	11.76383	97.58522	11337.5	-1431.4	316	 	 	SC1-2_ATrav	1049.59	11.6954	420	5/28/2016 5:39	87.62802396
326 / 23 . 	46.25925	38.57062	0.07966	0.16933	12.01034	97.08921	11387.5	-1431.8	315	 	 	SC1-2_ATrav	1099.58	11.67425	421	5/28/2016 5:40	87.28089615
326 / 24 . 	46.58329	39.08325	0.06903	0.14639	11.81655	97.69852	11437.4	-1432.2	315	 	 	SC1-2_ATrav	1149.55	11.71414	422	5/28/2016 5:41	87.53674365
326 / 25 . 	47.24182	38.89891	0.08826	0.15311	11.85444	98.23653	11487.4	-1432.6	314	 	 	SC1-2_ATrav	1199.53	11.77573	423	5/28/2016 5:43	87.65448612
326 / 26 . 	47.34814	39.19796	0.08859	0.151	11.83237	98.61806	11537.4	-1433	314	 	 	SC1-2_ATrav	1249.51	11.81387	424	5/28/2016 5:44	87.6989095
326 / 27 . 	46.5933	39.20372	0.07637	0.15222	11.78265	97.80826	11587.4	-1433.4	313	 	 	SC1-2_ATrav	1299.49	11.72319	425	5/28/2016 5:45	87.57039275
326 / 28 . 	46.83568	39.15503	0.05896	0.16627	11.72001	97.93595	11637.3	-1433.8	312	 	 	SC1-2_ATrav	1349.48	11.72948	426	5/28/2016 5:47	87.68443696
326 / 29 . 	47.15762	39.22924	0.06751	0.15314	11.76066	98.36818	11687.3	-1434.2	312	 	 	SC1-2_ATrav	1399.45	11.7786	427	5/28/2016 5:48	87.72097538
326 / 30 . 	46.69604	39.40224	0.04918	0.17025	11.71616	98.03388	11737.3	-1434.6	311	 	 	SC1-2_ATrav	1449.43	11.74003	428	5/28/2016 5:49	87.65571151
326 / 31 . 	47.32976	39.83486	0.06916	0.1616	11.80712	99.2025	11787.3	-1435	311	 	 	SC1-2_ATrav	1499.41	11.87424	429	5/28/2016 5:50	87.71775429
326 / 32 . 	47.22675	39.74385	0.09749	0.15459	11.71922	98.94189	11837.2	-1435.4	310	 	 	SC1-2_ATrav	1549.39	11.83756	430	5/28/2016 5:52	87.77467337
326 / 33 . 	46.30318	39.93648	0.10621	0.16674	11.80801	98.32062	11887.2	-1435.8	309	 	 	SC1-2_ATrav	1599.38	11.78576	431	5/28/2016 5:53	87.47871525
326 / 34 . 	47.11932	40.26846	0.07935	0.13929	11.7557	99.36211	11937.2	-1436.2	309	 	 	SC1-2_ATrav	1649.35	11.88483	432	5/28/2016 5:54	87.71676679
326 / 35 . 	46.82834	40.13466	0.09339	0.16615	11.77244	98.99498	11987.2	-1436.6	308	 	 	SC1-2_ATrav	1699.34	11.85177	433	5/28/2016 5:55	87.63445618
326 / 36 . 	46.72604	40.55581	0.08882	0.15593	11.76948	99.29608	12037.1	-1437	308	 	 	SC1-2_ATrav	1749.31	11.88306	434	5/28/2016 5:57	87.61346692
326 / 37 . 	46.77964	40.71695	0.06531	0.14162	11.58517	99.2887	12087.1	-1437.4	307	 	 	SC1-2_ATrav	1799.29	11.85859	435	5/28/2016 5:58	87.79603285
326 / 38 . 	47.14112	40.91946	0.07193	0.15017	11.71646	99.99914	12137.1	-1437.8	306	 	 	SC1-2_ATrav	1849.28	11.94989	436	5/28/2016 5:59	87.75771647
326 / 39 . 	46.34359	41.44865	0.06463	0.16659	11.51133	99.5348	12187.1	-1438.2	306	 	 	SC1-2_ATrav	1899.25	11.88118	437	5/28/2016 6:00	87.76416386
326 / 40 . 	46.39452	41.23175	0.0681	0.1449	11.61509	99.45435	12237	-1438.6	305	 	 	SC1-2_ATrav	1949.24	11.88185	438	5/28/2016 6:02	87.67934511
326 / 41 . 	46.47372	41.41139	0.0643	0.15966	11.67591	99.78498	12287	-1439	305	 	 	SC1-2_ATrav	1999.21	11.92537	439	5/28/2016 6:03	87.64130189
327 / 1 . 	0.00253	0.22272	0.08372	0.01518	1.42369	1.74785	14399	-996	267	 	 	Kiki1_CTrav	0	0.35451	440	5/28/2016 6:04	0.315610641
327 / 2 . 	45.44011	40.75965	0.28313	0.16822	13.00789	99.659	14399.1	-1021.1	267	 	 	Kiki1_CTrav	25.14	12.07834	441	5/28/2016 6:06	86.15676841
327 / 3 . 	45.94489	40.63665	0.25719	0.19577	13.12918	100.1637	14399.2	-1046.3	268	 	 	Kiki1_CTrav	50.28	12.14581	442	5/28/2016 6:07	86.17782143
327 / 4 . 	45.73364	40.72099	0.23839	0.15874	13.16713	100.0189	14399.3	-1071.4	268	 	 	Kiki1_CTrav	75.42	12.13032	443	5/28/2016 6:08	86.08830318
327 / 5 . 	45.866	40.73077	0.26221	0.15786	13.12313	100.14	14399.4	-1096.5	269	 	 	Kiki1_CTrav	100.57	12.13925	444	5/28/2016 6:10	86.16283427
327 / 6 . 	45.5542	40.53548	0.26092	0.17563	13.32431	99.85053	14399.5	-1121.7	269	 	 	Kiki1_CTrav	125.7	12.13347	445	5/28/2016 6:11	85.89802098
327 / 7 . 	45.74183	40.4983	0.24895	0.16362	13.17254	99.82523	14399.6	-1146.8	270	 	 	Kiki1_CTrav	150.85	12.11109	446	5/28/2016 6:12	86.08552776
327 / 8 . 	45.65186	40.55279	0.24786	0.16363	13.12437	99.7405	14399.7	-1172	270	 	 	Kiki1_CTrav	175.99	12.09684	447	5/28/2016 6:13	86.10581513
327 / 9 . 	45.60965	40.36193	0.25969	0.16976	13.00858	99.40961	14399.8	-1197.1	271	 	 	Kiki1_CTrav	201.14	12.04961	448	5/28/2016 6:15	86.20049483
327 / 10 . 	45.6588	40.72214	0.22519	0.15471	12.88321	99.64404	14399.9	-1222.2	271	 	 	Kiki1_CTrav	226.27	12.05718	449	5/28/2016 6:16	86.32800477
327 / 11 . 	45.98675	40.48117	0.28582	0.15005	13.29816	100.2019	14400	-1247.4	272	 	 	Kiki1_CTrav	251.42	12.1656	450	5/28/2016 6:17	86.03572866
327 / 12 . 	45.96303	40.25399	0.26111	0.19163	13.19197	99.86172	14400.1	-1272.5	272	 	 	Kiki1_CTrav	276.56	12.11994	451	5/28/2016 6:18	86.12560948
327 / 13 . 	45.88384	40.45713	0.2498	0.17568	13.12602	99.89247	14400.2	-1297.6	273	 	 	Kiki1_CTrav	301.71	12.11389	452	5/28/2016 6:20	86.1648453
327 / 14 . 	45.85133	40.46189	0.25628	0.18161	13.17899	99.9301	14400.3	-1322.8	273	 	 	Kiki1_CTrav	326.84	12.125	453	5/28/2016 6:21	86.10828865
327 / 15 . 	46.04794	40.29193	0.24396	0.19036	12.99517	99.76936	14400.4	-1347.9	274	 	 	Kiki1_CTrav	351.99	12.08649	454	5/28/2016 6:22	86.3260434
327 / 16 . 	45.68645	40.3825	0.25402	0.16687	13.11972	99.60955	14400.5	-1373.1	274	 	 	Kiki1_CTrav	377.13	12.08272	455	5/28/2016 6:24	86.11911067
327 / 17 . 	45.96827	40.1935	0.24449	0.1717	13.15826	99.73621	14400.6	-1398.2	275	 	 	Kiki1_CTrav	402.28	12.09956	456	5/28/2016 6:25	86.15751476
327 / 18 . 	45.72073	40.64613	0.2634	0.17239	12.98181	99.78445	14400.7	-1423.3	276	 	 	Kiki1_CTrav	427.43	12.08717	457	5/28/2016 6:26	86.25384713
327 / 19 . 	45.73394	40.28564	0.25053	0.16359	13.29939	99.73308	14400.8	-1448.5	276	 	 	Kiki1_CTrav	452.56	12.11544	458	5/28/2016 6:27	85.96825128
327 / 20 . 	45.81174	40.38615	0.24958	0.1759	12.93494	99.5583	14400.9	-1473.6	277	 	 	Kiki1_CTrav	477.72	12.0567	459	5/28/2016 6:29	86.3201749
327 / 21 . 	45.6264	40.28794	0.23174	0.16762	13.04816	99.36186	14401	-1498.7	277	 	 	Kiki1_CTrav	502.85	12.04698	460	5/28/2016 6:30	86.1686942
327 / 22 . 	45.98607	40.22937	0.27002	0.17469	12.98527	99.64541	14401.1	-1523.9	278	 	 	Kiki1_CTrav	528	12.07211	461	5/28/2016 6:31	86.31916729
327 / 23 . 	45.67963	40.26733	0.23946	0.19095	13.02096	99.39833	14401.2	-1549	278	 	 	Kiki1_CTrav	553.13	12.05053	462	5/28/2016 6:32	86.20741547
327 / 24 . 	45.76744	40.28598	0.26829	0.16821	13.19495	99.68488	14401.3	-1574.2	279	 	 	Kiki1_CTrav	578.29	12.09992	463	5/28/2016 6:34	86.07186567
327 / 25 . 	45.92358	40.42656	0.23356	0.16944	13.13962	99.89277	14401.4	-1599.3	279	 	 	Kiki1_CTrav	603.42	12.1137	464	5/28/2016 6:35	86.16282041
327 / 26 . 	45.74472	40.53641	0.26429	0.17084	13.0422	99.75845	14401.5	-1624.4	280	 	 	Kiki1_CTrav	628.57	12.09091	465	5/28/2016 6:36	86.20496617
327 / 27 . 	45.87411	40.5589	0.28561	0.18789	13.14221	100.0487	14401.6	-1649.6	280	 	 	Kiki1_CTrav	653.7	12.13595	466	5/28/2016 6:38	86.14761341
327 / 28 . 	45.82122	40.4805	0.26099	0.17188	13.08604	99.82063	14401.7	-1674.7	281	 	 	Kiki1_CTrav	678.86	12.10215	467	5/28/2016 6:39	86.18491792
327 / 29 . 	45.7921	40.30397	0.2594	0.15117	13.09368	99.60031	14401.8	-1699.8	281	 	 	Kiki1_CTrav	703.99	12.07708	468	5/28/2016 6:40	86.17039302
327 / 30 . 	46.17475	40.50044	0.27984	0.1867	13.03041	100.1721	14401.8	-1725	282	 	 	Kiki1_CTrav	729.14	12.13515	469	5/28/2016 6:41	86.32653891
327 / 31 . 	45.88331	40.30573	0.23526	0.16645	12.99384	99.58459	14401.9	-1750.1	282	 	 	Kiki1_CTrav	754.27	12.06404	470	5/28/2016 6:43	86.28492185
327 / 32 . 	46.1984	40.20023	0.26228	0.17072	12.98198	99.81361	14402	-1775.3	283	 	 	Kiki1_CTrav	779.43	12.08823	471	5/28/2016 6:44	86.37645911
327 / 33 . 	45.80923	40.30003	0.24413	0.16769	12.8525	99.37359	14402.1	-1800.4	283	 	 	Kiki1_CTrav	804.56	12.02637	472	5/28/2016 6:45	86.39485695
327 / 34 . 	45.68885	40.43282	0.26468	0.17746	12.82693	99.39075	14402.2	-1825.5	284	 	 	Kiki1_CTrav	829.71	12.02803	473	5/28/2016 6:46	86.38733448
