sample name,peak location (cm^-1),temperature (Celsius),hours dehydrated,traverse direction,raypath direction,position (microns),area (cm^-2) or height (/cm),area/initial or height/initial,FTIR spectrum filename,
SC1-2,3600,800.0,68.0,c,b,794.3,0.094,0.830,SC1-2-800C-68hr-c22.csv,
SC1-2,3600,800.0,68.0,c,b,994.3,0.096,0.843,SC1-2-800C-68hr-c24.csv,
SC1-2,3600,800.0,68.0,c,b,1144.3,0.097,0.854,SC1-2-800C-68hr-c2526.csv,
SC1-2,3600,800.0,68.0,c,b,1355.3,0.095,0.837,SC1-2-800C-68hr-c27.csv,
SC1-2,3525,800.0,17,a,b,-1000.0,0.175,0.989,SC1-2-hyd-Ea-a01.csv,
SC1-2,3525,800.0,17,a,b,-600.0,0.185,1.003,SC1-2-hyd-Ea-a05.csv,
SC1-2,3525,800.0,17,a,b,-200.0,0.193,1.003,SC1-2-hyd-Ea-a09.csv,
SC1-2,3525,800.0,17,a,b,200.0,0.202,1.009,SC1-2-hyd-Ea-a13.csv,
SC1-2,3525,800.0,17,a,b,600.0,0.209,1.008,SC1-2-hyd-Ea-a17.csv,
SC1-2,3525,800.0,17,a,b,1000.0,0.212,0.987,SC1-2-hyd-Ea-a21.csv,
SC1-2,3525,800.0,17,b,c,-889.3,0.195,1.029,SC1-2-hyd-Ea-b01.csv,
SC1-2,3525,800.0,17,b,c,-489.3,0.187,0.976,SC1-2-hyd-Ea-b05.csv,
SC1-2,3525,800.0,17,b,c,-89.3,0.188,0.972,SC1-2-hyd-Ea-b09.csv,
SC1-2,3525,800.0,17,b,c,410.7,0.200,1.020,SC1-2-hyd-Ea-b14.csv,
SC1-2,3525,800.0,17,b,c,810.7,0.199,1.003,SC1-2-hyd-Ea-b18.csv,
SC1-2,3525,800.0,17,c,b,-1305.7,0.176,0.988,SC1-2-hyd-Ea-c01.csv,
SC1-2,3525,800.0,17,c,b,-1005.7,0.176,0.968,SC1-2-hyd-Ea-c04.csv,
SC1-2,3525,800.0,17,c,b,-505.7,0.183,0.978,SC1-2-hyd-Ea-c09.csv,
SC1-2,3525,800.0,17,c,b,-205.7,0.193,1.011,SC1-2-hyd-Ea-a09.csv,
SC1-2,3525,800.0,17,c,b,194.3,0.215,1.098,SC1-2-hyd-Ea-c16.csv,
SC1-2,3525,800.0,17,c,b,494.3,0.203,1.017,SC1-2-hyd-Ea-c19.csv,
SC1-2,3525,800.0,17,c,b,894.3,0.205,1.006,SC1-2-hyd-Ea-c23.csv,
SC1-2,3525,800.0,17,c,b,1194.3,0.194,0.933,SC1-2-hyd-Ea-c26.csv,
SC1-2,3525,800.0,1.0,a,b,-1000.0,0.101,0.567,SC1-2-800C-1hr-a01.csv,
SC1-2,3525,800.0,1.0,a,b,-900.0,0.128,0.712,SC1-2-800C-1hr-a02.csv,
SC1-2,3525,800.0,1.0,a,b,-800.0,0.141,0.778,SC1-2-800C-1hr-a03.csv,
SC1-2,3525,800.0,1.0,a,b,-600.0,0.153,0.825,SC1-2-800C-1hr-a05.csv,
SC1-2,3525,800.0,1.0,a,b,-400.0,0.170,0.904,SC1-2-800C-1hr-a07.csv,
SC1-2,3525,800.0,1.0,a,b,-200.0,0.170,0.885,SC1-2-800C-1hr-a09.csv,
SC1-2,3525,800.0,1.0,a,b,0.0,0.173,0.884,SC1-2-800C-1hr-a11.csv,
SC1-2,3525,800.0,1.0,a,b,200.0,0.167,0.836,SC1-2-800C-1hr-a13.csv,
SC1-2,3525,800.0,1.0,a,b,400.0,0.173,0.851,SC1-2-800C-1hr-a15.csv,
SC1-2,3525,800.0,1.0,a,b,600.0,0.154,0.744,SC1-2-800C-1hr-a17.csv,
SC1-2,3525,800.0,1.0,a,b,800.0,0.154,0.727,SC1-2-800C-1hr-a19.csv,
SC1-2,3525,800.0,1.0,a,b,900.0,0.148,0.693,SC1-2-800C-1hr-a20.csv,
SC1-2,3525,800.0,1.0,a,b,1000.0,0.121,0.564,SC1-2-800C-1hr-a21.csv,
SC1-2,3525,800.0,1.0,b,c,-889.3,0.193,1.018,SC1-2-800C-1hr-b01.csv,
SC1-2,3525,800.0,1.0,b,c,-789.3,0.192,1.007,SC1-2-800C-1hr-b02.csv,
SC1-2,3525,800.0,1.0,b,c,-689.3,0.182,0.951,SC1-2-800C-1hr-b03.csv,
SC1-2,3525,800.0,1.0,b,c,-489.3,0.202,1.053,SC1-2-800C-1hr-b05.csv,
SC1-2,3525,800.0,1.0,b,c,-289.3,0.197,1.021,SC1-2-800C-1hr-b07.csv,
SC1-2,3525,800.0,1.0,b,c,-89.3,0.206,1.064,SC1-2-800C-1hr-b09.csv,
SC1-2,3525,800.0,1.0,b,c,210.7,0.189,0.969,SC1-2-800C-1hr-b12.csv,
SC1-2,3525,800.0,1.0,b,c,410.7,0.190,0.966,SC1-2-800C-1hr-b14.csv,
SC1-2,3525,800.0,1.0,b,c,610.7,0.171,0.866,SC1-2-800C-1hr-b16.csv,
SC1-2,3525,800.0,1.0,b,c,710.7,0.179,0.905,SC1-2-800C-1hr-b17.csv,
SC1-2,3525,800.0,1.0,b,c,810.7,0.188,0.945,SC1-2-800C-1hr-b18.csv,
SC1-2,3525,800.0,1.0,c,b,-1380.7,0.152,0.857,SC1-2-800C-1hr-c00.csv,
SC1-2,3525,800.0,1.0,c,b,-1305.7,0.162,0.912,SC1-2-800C-1hr-c01.csv,
SC1-2,3525,800.0,1.0,c,b,-1205.7,0.167,0.934,SC1-2-800C-1hr-c02.csv,
SC1-2,3525,800.0,1.0,c,b,-1005.7,0.195,1.073,SC1-2-800C-1hr-c04.csv,
SC1-2,3525,800.0,1.0,c,b,-805.7,0.171,0.932,SC1-2-800C-1hr-c06.csv,
SC1-2,3525,800.0,1.0,c,b,-505.7,0.158,0.844,SC1-2-800C-1hr-c09.csv,
SC1-2,3525,800.0,1.0,c,b,-205.7,0.170,0.891,SC1-2-800C-1hr-a09.csv,
SC1-2,3525,800.0,1.0,c,b,194.3,0.185,0.943,SC1-2-800C-1hr-c16.csv,
SC1-2,3525,800.0,1.0,c,b,494.3,0.177,0.889,SC1-2-800C-1hr-c19.csv,
SC1-2,3525,800.0,1.0,c,b,694.3,0.175,0.866,SC1-2-800C-1hr-c21.csv,
SC1-2,3525,800.0,1.0,c,b,894.3,0.191,0.937,SC1-2-800C-1hr-c23.csv,
SC1-2,3525,800.0,1.0,c,b,1094.3,0.185,0.897,SC1-2-800C-1hr-c25.csv,
SC1-2,3525,800.0,1.0,c,b,1194.3,0.169,0.812,SC1-2-800C-1hr-c26.csv,
SC1-2,3525,800.0,3.0,a,b,-1000.0,0.083,0.466,SC1-2-800C-3hr-a01.csv,
SC1-2,3525,800.0,3.0,a,b,-900.0,0.081,0.453,SC1-2-800C-3hr-a02.csv,
SC1-2,3525,800.0,3.0,a,b,-800.0,0.102,0.561,SC1-2-800C-3hr-a03.csv,
SC1-2,3525,800.0,3.0,a,b,-600.0,0.103,0.558,SC1-2-800C-3hr-a05.csv,
SC1-2,3525,800.0,3.0,a,b,-400.0,0.114,0.604,SC1-2-800C-3hr-a07.csv,
SC1-2,3525,800.0,3.0,a,b,-200.0,0.154,0.802,SC1-2-800C-3hr-a09.csv,
SC1-2,3525,800.0,3.0,a,b,0.0,0.151,0.770,SC1-2-800C-3hr-a11.csv,
SC1-2,3525,800.0,3.0,a,b,200.0,0.142,0.709,SC1-2-800C-3hr-a13.csv,
SC1-2,3525,800.0,3.0,a,b,600.0,0.123,0.591,SC1-2-800C-3hr-a17.csv,
SC1-2,3525,800.0,3.0,a,b,800.0,0.103,0.486,SC1-2-800C-3hr-a19.csv,
SC1-2,3525,800.0,3.0,a,b,900.0,0.095,0.448,SC1-2-800C-3hr-a20.csv,
SC1-2,3525,800.0,3.0,a,b,1000.0,0.080,0.373,SC1-2-800C-3hr-a21.csv,
SC1-2,3525,800.0,3.0,b,c,-914.3,0.144,0.760,SC1-2-800C-3hr-b01.csv,
SC1-2,3525,800.0,3.0,b,c,-789.3,0.156,0.818,SC1-2-800C-3hr-b02.csv,
SC1-2,3525,800.0,3.0,b,c,-489.3,0.159,0.831,SC1-2-800C-3hr-b05.csv,
SC1-2,3525,800.0,3.0,b,c,-289.3,0.146,0.760,SC1-2-800C-3hr-b07.csv,
SC1-2,3525,800.0,3.0,b,c,-89.3,0.152,0.782,SC1-2-800C-3hr-b09.csv,
SC1-2,3525,800.0,3.0,b,c,210.7,0.138,0.707,SC1-2-800C-3hr-b12.csv,
SC1-2,3525,800.0,3.0,b,c,410.7,0.137,0.698,SC1-2-800C-3hr-b14.csv,
SC1-2,3525,800.0,3.0,b,c,610.7,0.137,0.695,SC1-2-800C-3hr-b16.csv,
SC1-2,3525,800.0,3.0,b,c,710.7,0.141,0.715,SC1-2-800C-3hr-b17.csv,
SC1-2,3525,800.0,3.0,b,c,810.7,0.130,0.655,SC1-2-800C-3hr-b18.csv,
SC1-2,3525,800.0,3.0,c,b,-1355.7,0.137,0.773,SC1-2-800C-3hr-c01.csv,
SC1-2,3525,800.0,3.0,c,b,-1205.7,0.139,0.777,SC1-2-800C-3hr-c02.csv,
SC1-2,3525,800.0,3.0,c,b,-1005.7,0.152,0.837,SC1-2-800C-3hr-c04.csv,
SC1-2,3525,800.0,3.0,c,b,-805.7,0.150,0.816,SC1-2-800C-3hr-c06.csv,
SC1-2,3525,800.0,3.0,c,b,-205.7,0.154,0.808,SC1-2-800C-3hr-a09.csv,
SC1-2,3525,800.0,3.0,c,b,194.3,0.152,0.777,SC1-2-800C-3hr-c16.csv,
SC1-2,3525,800.0,3.0,c,b,494.3,0.162,0.814,SC1-2-800C-3hr-c19.csv,
SC1-2,3525,800.0,3.0,c,b,694.3,0.168,0.832,SC1-2-800C-3hr-c21.csv,
SC1-2,3525,800.0,3.0,c,b,894.3,0.150,0.734,SC1-2-800C-3hr-c23.csv,
SC1-2,3525,800.0,3.0,c,b,1094.3,0.148,0.717,SC1-2-800C-3hr-c25.csv,
SC1-2,3525,800.0,3.0,c,b,1194.3,0.133,0.639,SC1-2-800C-3hr-c26.csv,
SC1-2,3525,800.0,7.0,a,b,-1000.0,0.034,0.192,SC1-2-800C-7hr-a01.csv,
SC1-2,3525,800.0,7.0,a,b,-800.0,0.066,0.364,SC1-2-800C-7hr-a03.csv,
SC1-2,3525,800.0,7.0,a,b,-600.0,0.088,0.477,SC1-2-800C-7hr-a05.csv,
SC1-2,3525,800.0,7.0,a,b,-400.0,0.096,0.507,SC1-2-800C-7hr-a07.csv,
SC1-2,3525,800.0,7.0,a,b,-200.0,0.109,0.564,SC1-2-800C-7hr-a09.csv,
SC1-2,3525,800.0,7.0,a,b,0.0,0.118,0.603,SC1-2-800C-7hr-a11.csv,
SC1-2,3525,800.0,7.0,a,b,200.0,0.120,0.601,SC1-2-800C-7hr-a13.csv,
SC1-2,3525,800.0,7.0,a,b,400.0,0.117,0.576,SC1-2-800C-7hr-a15.csv,
SC1-2,3525,800.0,7.0,a,b,600.0,0.108,0.520,SC1-2-800C-7hr-a17.csv,
SC1-2,3525,800.0,7.0,a,b,800.0,0.091,0.430,SC1-2-800C-7hr-a19.csv,
SC1-2,3525,800.0,7.0,a,b,1000.0,0.077,0.356,SC1-2-800C-7hr-a21.csv,
SC1-2,3525,800.0,7.0,b,c,-889.3,0.120,0.635,SC1-2-800C-7hr-b01.csv,
SC1-2,3525,800.0,7.0,b,c,-689.3,0.119,0.625,SC1-2-800C-7hr-b03.csv,
SC1-2,3525,800.0,7.0,b,c,-489.3,0.119,0.621,SC1-2-800C-7hr-b05.csv,
SC1-2,3525,800.0,7.0,b,c,-289.3,0.118,0.611,SC1-2-800C-7hr-b07.csv,
SC1-2,3525,800.0,7.0,b,c,-89.3,0.115,0.595,SC1-2-800C-7hr-b09.csv,
SC1-2,3525,800.0,7.0,b,c,110.7,0.112,0.574,SC1-2-800C-7hr-b11.csv,
SC1-2,3525,800.0,7.0,b,c,310.7,0.106,0.543,SC1-2-800C-7hr-b13.csv,
SC1-2,3525,800.0,7.0,b,c,510.7,0.101,0.514,SC1-2-800C-7hr-b15.csv,
SC1-2,3525,800.0,7.0,b,c,810.7,0.095,0.479,SC1-2-800C-7hr-b18.csv,
SC1-2,3525,800.0,7.0,c,b,-1355.7,0.093,0.524,SC1-2-800C-7hr-c00-copper.csv,
SC1-2,3525,800.0,7.0,c,b,-1205.7,0.097,0.541,SC1-2-800C-7hr-c02-copper.csv,
SC1-2,3525,800.0,7.0,c,b,-1005.7,0.104,0.575,SC1-2-800C-7hr-c04-copper.csv,
SC1-2,3525,800.0,7.0,c,b,-805.7,0.110,0.596,SC1-2-800C-7hr-c06-copper.csv,
SC1-2,3525,800.0,7.0,c,b,-605.7,0.112,0.602,SC1-2-800C-7hr-c08-copper.csv,
SC1-2,3525,800.0,7.0,c,b,-405.7,0.116,0.616,SC1-2-800C-7hr-c10.csv,
SC1-2,3525,800.0,7.0,c,b,-205.7,0.119,0.625,SC1-2-800C-7hr-c12.csv,
SC1-2,3525,800.0,7.0,c,b,194.3,0.122,0.624,SC1-2-800C-7hr-c16.csv,
SC1-2,3525,800.0,7.0,c,b,394.3,0.124,0.624,SC1-2-800C-7hr-c18.csv,
SC1-2,3525,800.0,7.0,c,b,594.3,0.121,0.604,SC1-2-800C-7hr-c20.csv,
SC1-2,3525,800.0,7.0,c,b,794.3,0.123,0.608,SC1-2-800C-7hr-c22.csv,
SC1-2,3525,800.0,7.0,c,b,994.3,0.119,0.578,SC1-2-800C-7hr-c24.csv,
SC1-2,3525,800.0,7.0,c,b,1144.3,0.111,0.538,SC1-2-800C-7hr-c2526.csv,
SC1-2,3525,800.0,7.0,c,b,1355.3,0.112,0.535,SC1-2-800C-7hr-c27.csv,
SC1-2,3525,800.0,13.0,a,b,-1000.0,0.043,0.242,SC1-2-800C-13hr-a01.csv,
SC1-2,3525,800.0,13.0,a,b,-800.0,0.043,0.235,SC1-2-800C-13hr-a03.csv,
SC1-2,3525,800.0,13.0,a,b,-600.0,0.056,0.302,SC1-2-800C-13hr-a05.csv,
SC1-2,3525,800.0,13.0,a,b,-400.0,0.063,0.336,SC1-2-800C-13hr-a07.csv,
SC1-2,3525,800.0,13.0,a,b,-200.0,0.072,0.375,SC1-2-800C-13hr-a09.csv,
SC1-2,3525,800.0,13.0,a,b,0.0,0.081,0.414,SC1-2-800C-13hr-a11.csv,
SC1-2,3525,800.0,13.0,a,b,200.0,0.082,0.413,SC1-2-800C-13hr-a13.csv,
SC1-2,3525,800.0,13.0,a,b,400.0,0.080,0.392,SC1-2-800C-13hr-a15.csv,
SC1-2,3525,800.0,13.0,a,b,600.0,0.074,0.356,SC1-2-800C-13hr-a17.csv,
SC1-2,3525,800.0,13.0,a,b,800.0,0.064,0.304,SC1-2-800C-13hr-a19.csv,
SC1-2,3525,800.0,13.0,a,b,1000.0,0.052,0.242,SC1-2-800C-13hr-a21.csv,
SC1-2,3525,800.0,13.0,b,c,-889.3,0.081,0.424,SC1-2-800C-13hr-b01.csv,
SC1-2,3525,800.0,13.0,b,c,-689.3,0.081,0.423,SC1-2-800C-13hr-b03.csv,
SC1-2,3525,800.0,13.0,b,c,-489.3,0.083,0.433,SC1-2-800C-13hr-b05.csv,
SC1-2,3525,800.0,13.0,b,c,-289.3,0.082,0.423,SC1-2-800C-13hr-b07.csv,
SC1-2,3525,800.0,13.0,b,c,-89.3,0.082,0.421,SC1-2-800C-13hr-b09.csv,
SC1-2,3525,800.0,13.0,b,c,110.7,0.079,0.405,SC1-2-800C-13hr-b11.csv,
SC1-2,3525,800.0,13.0,b,c,310.7,0.076,0.386,SC1-2-800C-13hr-b13.csv,
SC1-2,3525,800.0,13.0,b,c,510.7,0.069,0.351,SC1-2-800C-13hr-b15.csv,
SC1-2,3525,800.0,13.0,b,c,810.7,0.062,0.311,SC1-2-800C-13hr-b18.csv,
SC1-2,3525,800.0,13.0,c,b,-1355.7,0.080,0.449,SC1-2-800C-13hr-c00.csv,
SC1-2,3525,800.0,13.0,c,b,-1205.7,0.053,0.293,SC1-2-800C-13hr-c02.csv,
SC1-2,3525,800.0,13.0,c,b,-1005.7,0.057,0.316,SC1-2-800C-13hr-c04.csv,
SC1-2,3525,800.0,13.0,c,b,-805.7,0.062,0.336,SC1-2-800C-13hr-c06.csv,
SC1-2,3525,800.0,13.0,c,b,-605.7,0.065,0.350,SC1-2-800C-13hr-c08.csv,
SC1-2,3525,800.0,13.0,c,b,-405.7,0.069,0.364,SC1-2-800C-13hr-c10.csv,
SC1-2,3525,800.0,13.0,c,b,-205.7,0.068,0.356,SC1-2-800C-13hr-c12.csv,
SC1-2,3525,800.0,13.0,c,b,194.3,0.069,0.355,SC1-2-800C-13hr-c16.csv,
SC1-2,3525,800.0,13.0,c,b,394.3,0.072,0.364,SC1-2-800C-13hr-c18.csv,
SC1-2,3525,800.0,13.0,c,b,594.3,0.074,0.371,SC1-2-800C-13hr-c20.csv,
SC1-2,3525,800.0,13.0,c,b,794.3,0.075,0.369,SC1-2-800C-13hr-c22.csv,
SC1-2,3525,800.0,13.0,c,b,994.3,0.073,0.357,SC1-2-800C-13hr-c24.csv,
SC1-2,3525,800.0,13.0,c,b,1144.3,0.083,0.399,SC1-2-800C-13hr-c2526.csv,
SC1-2,3525,800.0,13.0,c,b,1355.3,0.098,0.468,SC1-2-800C-13hr-c27.csv,
SC1-2,3525,800.0,19.0,a,b,-1000.0,0.020,0.115,SC1-2-800C-19hr-a01.csv,
SC1-2,3525,800.0,19.0,a,b,-800.0,0.031,0.172,SC1-2-800C-19hr-a03.csv,
SC1-2,3525,800.0,19.0,a,b,-600.0,0.042,0.229,SC1-2-800C-19hr-a05.csv,
SC1-2,3525,800.0,19.0,a,b,-400.0,0.049,0.262,SC1-2-800C-19hr-a07.csv,
SC1-2,3525,800.0,19.0,a,b,-200.0,0.055,0.287,SC1-2-800C-19hr-a09.csv,
SC1-2,3525,800.0,19.0,a,b,0.0,0.060,0.307,SC1-2-800C-19hr-a11.csv,
SC1-2,3525,800.0,19.0,a,b,200.0,0.062,0.310,SC1-2-800C-19hr-a13.csv,
SC1-2,3525,800.0,19.0,a,b,400.0,0.061,0.299,SC1-2-800C-19hr-a15.csv,
SC1-2,3525,800.0,19.0,a,b,600.0,0.057,0.275,SC1-2-800C-19hr-a17.csv,
SC1-2,3525,800.0,19.0,a,b,800.0,0.050,0.235,SC1-2-800C-19hr-a19.csv,
SC1-2,3525,800.0,19.0,a,b,1000.0,0.042,0.197,SC1-2-800C-19hr-a21.csv,
SC1-2,3525,800.0,19.0,b,c,-889.3,0.044,0.234,SC1-2-800C-19hr-b01.csv,
SC1-2,3525,800.0,19.0,b,c,-689.3,0.051,0.266,SC1-2-800C-19hr-b03.csv,
SC1-2,3525,800.0,19.0,b,c,-489.3,0.052,0.271,SC1-2-800C-19hr-b05.csv,
SC1-2,3525,800.0,19.0,b,c,-289.3,0.055,0.287,SC1-2-800C-19hr-b07.csv,
SC1-2,3525,800.0,19.0,b,c,110.7,0.061,0.312,SC1-2-800C-19hr-b11.csv,
SC1-2,3525,800.0,19.0,b,c,310.7,0.062,0.316,SC1-2-800C-19hr-b13.csv,
SC1-2,3525,800.0,19.0,b,c,510.7,0.060,0.303,SC1-2-800C-19hr-b15.csv,
SC1-2,3525,800.0,19.0,b,c,810.7,0.059,0.298,SC1-2-800C-19hr-b18.csv,
SC1-2,3525,800.0,19.0,c,b,-1355.7,0.052,0.292,SC1-2-800C-19hr-c00.csv,
SC1-2,3525,800.0,19.0,c,b,-1205.7,0.054,0.303,SC1-2-800C-19hr-c02.csv,
SC1-2,3525,800.0,19.0,c,b,-1005.7,0.056,0.306,SC1-2-800C-19hr-c04.csv,
SC1-2,3525,800.0,19.0,c,b,-805.7,0.059,0.323,SC1-2-800C-19hr-c06.csv,
SC1-2,3525,800.0,19.0,c,b,-605.7,0.041,0.220,SC1-2-800C-19hr-c08.csv,
SC1-2,3525,800.0,19.0,c,b,-405.7,0.043,0.231,SC1-2-800C-19hr-c10.csv,
SC1-2,3525,800.0,19.0,c,b,-205.7,0.046,0.241,SC1-2-800C-19hr-c12.csv,
SC1-2,3525,800.0,19.0,c,b,194.3,0.047,0.241,SC1-2-800C-19hr-c16.csv,
SC1-2,3525,800.0,19.0,c,b,394.3,0.049,0.248,SC1-2-800C-19hr-c18.csv,
SC1-2,3525,800.0,19.0,c,b,594.3,0.050,0.251,SC1-2-800C-19hr-c20.csv,
SC1-2,3525,800.0,19.0,c,b,794.3,0.050,0.248,SC1-2-800C-19hr-c22.csv,
SC1-2,3525,800.0,19.0,c,b,994.3,0.055,0.269,SC1-2-800C-19hr-c24.csv,
SC1-2,3525,800.0,19.0,c,b,1144.3,0.066,0.320,SC1-2-800C-19hr-c2526.csv,
SC1-2,3525,800.0,19.0,c,b,1355.3,0.078,0.372,SC1-2-800C-19hr-c27.csv,
SC1-2,3525,800.0,43.0,a,b,-1000.0,0.016,0.089,SC1-2-800C-43hr-a01.csv,
SC1-2,3525,800.0,43.0,a,b,-800.0,0.023,0.126,SC1-2-800C-43hr-a03.csv,
SC1-2,3525,800.0,43.0,a,b,-600.0,0.022,0.119,SC1-2-800C-43hr-a05.csv,
SC1-2,3525,800.0,43.0,a,b,-400.0,0.026,0.136,SC1-2-800C-43hr-a07.csv,
SC1-2,3525,800.0,43.0,a,b,-200.0,0.029,0.151,SC1-2-800C-43hr-a09.csv,
SC1-2,3525,800.0,43.0,a,b,0.0,0.034,0.173,SC1-2-800C-43hr-a11.csv,
SC1-2,3525,800.0,43.0,a,b,200.0,0.036,0.180,SC1-2-800C-43hr-a13.csv,
SC1-2,3525,800.0,43.0,a,b,400.0,0.037,0.181,SC1-2-800C-43hr-a15.csv,
SC1-2,3525,800.0,43.0,a,b,600.0,0.037,0.180,SC1-2-800C-43hr-a17.csv,
SC1-2,3525,800.0,43.0,a,b,800.0,0.039,0.184,SC1-2-800C-43hr-a19.csv,
SC1-2,3525,800.0,43.0,a,b,1000.0,0.036,0.166,SC1-2-800C-43hr-a21.csv,
SC1-2,3525,800.0,43.0,b,c,-889.3,0.035,0.185,SC1-2-800C-43hr-b01.csv,
SC1-2,3525,800.0,43.0,b,c,-689.3,0.038,0.197,SC1-2-800C-43hr-b03.csv,
SC1-2,3525,800.0,43.0,b,c,-489.3,0.037,0.193,SC1-2-800C-43hr-b05.csv,
SC1-2,3525,800.0,43.0,b,c,-289.3,0.017,0.090,SC1-2-800C-43hr-b07.csv,
SC1-2,3525,800.0,43.0,b,c,-89.3,0.023,0.117,SC1-2-800C-43hr-b09.csv,
SC1-2,3525,800.0,43.0,b,c,110.7,0.025,0.129,SC1-2-800C-43hr-b11.csv,
SC1-2,3525,800.0,43.0,b,c,310.7,0.027,0.140,SC1-2-800C-43hr-b13.csv,
SC1-2,3525,800.0,43.0,b,c,510.7,0.029,0.148,SC1-2-800C-43hr-b15.csv,
SC1-2,3525,800.0,43.0,b,c,810.7,0.034,0.169,SC1-2-800C-43hr-b18.csv,
SC1-2,3525,800.0,43.0,c,b,-1355.7,0.039,0.220,SC1-2-800C-43hr-c00.csv,
SC1-2,3525,800.0,43.0,c,b,-1205.7,0.039,0.218,SC1-2-800C-43hr-c02.csv,
SC1-2,3525,800.0,43.0,c,b,-1005.7,0.019,0.104,SC1-2-800C-43hr-c04.csv,
SC1-2,3525,800.0,43.0,c,b,-805.7,0.023,0.123,SC1-2-800C-43hr-c06.csv,
SC1-2,3525,800.0,43.0,c,b,-605.7,0.025,0.136,SC1-2-800C-43hr-c08.csv,
SC1-2,3525,800.0,43.0,c,b,-405.7,0.027,0.145,SC1-2-800C-43hr-c10.csv,
SC1-2,3525,800.0,43.0,c,b,-205.7,0.025,0.133,SC1-2-800C-43hr-c12.csv,
SC1-2,3525,800.0,43.0,c,b,194.3,0.027,0.136,SC1-2-800C-43hr-c16.csv,
SC1-2,3525,800.0,43.0,c,b,394.3,0.028,0.142,SC1-2-800C-43hr-c18.csv,
SC1-2,3525,800.0,43.0,c,b,594.3,0.030,0.150,SC1-2-800C-43hr-c20.csv,
SC1-2,3525,800.0,43.0,c,b,794.3,0.037,0.181,SC1-2-800C-43hr-c22.csv,
SC1-2,3525,800.0,43.0,c,b,994.3,0.040,0.196,SC1-2-800C-43hr-c24.csv,
SC1-2,3525,800.0,43.0,c,b,1144.3,0.043,0.205,SC1-2-800C-43hr-c2526.csv,
SC1-2,3525,800.0,43.0,c,b,1355.3,0.038,0.183,SC1-2-800C-43hr-c27.csv,
SC1-2,3525,800.0,68.0,a,b,-1000.0,0.034,0.193,SC1-2-800C-68hr-a01.csv,
SC1-2,3525,800.0,68.0,a,b,-800.0,0.030,0.168,SC1-2-800C-68hr-a03.csv,
SC1-2,3525,800.0,68.0,a,b,-600.0,0.033,0.177,SC1-2-800C-68hr-a05.csv,
SC1-2,3525,800.0,68.0,a,b,-400.0,0.032,0.170,SC1-2-800C-68hr-a07.csv,
SC1-2,3525,800.0,68.0,a,b,-200.0,0.030,0.156,SC1-2-800C-68hr-a09.csv,
SC1-2,3525,800.0,68.0,a,b,0.0,0.025,0.129,SC1-2-800C-68hr-a11.csv,
SC1-2,3525,800.0,68.0,a,b,200.0,0.024,0.120,SC1-2-800C-68hr-a13.csv,
SC1-2,3525,800.0,68.0,a,b,400.0,0.021,0.104,SC1-2-800C-68hr-a15.csv,
SC1-2,3525,800.0,68.0,a,b,600.0,0.019,0.090,SC1-2-800C-68hr-a17.csv,
SC1-2,3525,800.0,68.0,a,b,800.0,0.017,0.080,SC1-2-800C-68hr-a19.csv,
SC1-2,3525,800.0,68.0,a,b,1000.0,0.015,0.071,SC1-2-800C-68hr-a21.csv,
SC1-2,3525,800.0,68.0,b,c,-889.3,0.039,0.206,SC1-2-800C-68hr-b01.csv,
SC1-2,3525,800.0,68.0,b,c,-689.3,0.039,0.203,SC1-2-800C-68hr-b03.csv,
SC1-2,3525,800.0,68.0,b,c,-489.3,0.033,0.170,SC1-2-800C-68hr-b05.csv,
SC1-2,3525,800.0,68.0,b,c,-289.3,0.031,0.160,SC1-2-800C-68hr-b07.csv,
SC1-2,3525,800.0,68.0,b,c,-89.3,0.030,0.153,SC1-2-800C-68hr-b09.csv,
SC1-2,3525,800.0,68.0,b,c,110.7,0.027,0.141,SC1-2-800C-68hr-b11.csv,
SC1-2,3525,800.0,68.0,b,c,510.7,0.020,0.102,SC1-2-800C-68hr-b15.csv,
SC1-2,3525,800.0,68.0,b,c,810.7,0.016,0.082,SC1-2-800C-68hr-b18.csv,
SC1-2,3525,800.0,68.0,c,b,-1355.7,0.030,0.168,SC1-2-800C-68hr-c00.csv,
SC1-2,3525,800.0,68.0,c,b,-1205.7,0.033,0.184,SC1-2-800C-68hr-c02.csv,
SC1-2,3525,800.0,68.0,c,b,-1005.7,0.032,0.177,SC1-2-800C-68hr-c04.csv,
SC1-2,3525,800.0,68.0,c,b,-805.7,0.028,0.151,SC1-2-800C-68hr-c06.csv,
SC1-2,3525,800.0,68.0,c,b,-605.7,0.027,0.147,SC1-2-800C-68hr-c08.csv,
SC1-2,3525,800.0,68.0,c,b,-405.7,0.026,0.138,SC1-2-800C-68hr-c10.csv,
SC1-2,3525,800.0,68.0,c,b,-205.7,0.025,0.131,SC1-2-800C-68hr-c12.csv,
SC1-2,3525,800.0,68.0,c,b,194.3,0.024,0.121,SC1-2-800C-68hr-c16.csv,
SC1-2,3525,800.0,68.0,c,b,394.3,0.023,0.118,SC1-2-800C-68hr-c18.csv,
SC1-2,3525,800.0,68.0,c,b,594.3,0.018,0.092,SC1-2-800C-68hr-c20.csv,
SC1-2,3525,800.0,68.0,c,b,794.3,0.037,0.184,SC1-2-800C-68hr-c22.csv,
SC1-2,3525,800.0,68.0,c,b,994.3,0.036,0.177,SC1-2-800C-68hr-c24.csv,
