sample name,peak location (cm^-1),temperature (Celsius),hours dehydrated,traverse direction,raypath direction,position (microns),area (cm^-2) or height (/cm),area/initial or height/initial,FTIR spectrum filename,
SC1-2,total H,800.0,68.0,c,b,394.3,7.292,0.286,SC1-2-800C-68hr-c18.csv,
SC1-2,total H,800.0,68.0,c,b,594.3,6.026,0.234,SC1-2-800C-68hr-c20.csv,
SC1-2,total H,800.0,68.0,c,b,794.3,13.620,0.521,SC1-2-800C-68hr-c22.csv,
SC1-2,total H,800.0,68.0,c,b,994.3,12.270,0.464,SC1-2-800C-68hr-c24.csv,
SC1-2,total H,800.0,68.0,c,b,1144.3,12.307,0.461,SC1-2-800C-68hr-c2526.csv,
SC1-2,total H,800.0,68.0,c,b,1355.3,11.808,0.436,SC1-2-800C-68hr-c27.csv,
SC1-2,3600,800.0,17,a,b,-1000.0,0.106,0.977,SC1-2-hyd-Ea-a01.csv,
SC1-2,3600,800.0,17,a,b,-600.0,0.109,1.003,SC1-2-hyd-Ea-a05.csv,
SC1-2,3600,800.0,17,a,b,-200.0,0.108,0.991,SC1-2-hyd-Ea-a09.csv,
SC1-2,3600,800.0,17,a,b,200.0,0.116,1.060,SC1-2-hyd-Ea-a13.csv,
SC1-2,3600,800.0,17,a,b,600.0,0.111,1.005,SC1-2-hyd-Ea-a17.csv,
SC1-2,3600,800.0,17,a,b,1000.0,0.106,0.963,SC1-2-hyd-Ea-a21.csv,
SC1-2,3600,800.0,17,b,c,-889.3,0.098,0.992,SC1-2-hyd-Ea-b01.csv,
SC1-2,3600,800.0,17,b,c,-489.3,0.111,1.053,SC1-2-hyd-Ea-b05.csv,
SC1-2,3600,800.0,17,b,c,-89.3,0.108,0.966,SC1-2-hyd-Ea-b09.csv,
SC1-2,3600,800.0,17,b,c,410.7,0.114,0.949,SC1-2-hyd-Ea-b14.csv,
SC1-2,3600,800.0,17,b,c,810.7,0.131,1.041,SC1-2-hyd-Ea-b18.csv,
SC1-2,3600,800.0,17,c,b,-1305.7,0.110,0.994,SC1-2-hyd-Ea-c01.csv,
SC1-2,3600,800.0,17,c,b,-1005.7,0.109,0.981,SC1-2-hyd-Ea-c04.csv,
SC1-2,3600,800.0,17,c,b,-505.7,0.117,1.046,SC1-2-hyd-Ea-c09.csv,
SC1-2,3600,800.0,17,c,b,-205.7,0.108,0.963,SC1-2-hyd-Ea-a09.csv,
SC1-2,3600,800.0,17,c,b,194.3,0.120,1.069,SC1-2-hyd-Ea-c16.csv,
SC1-2,3600,800.0,17,c,b,494.3,0.108,0.959,SC1-2-hyd-Ea-c19.csv,
SC1-2,3600,800.0,17,c,b,894.3,0.110,0.968,SC1-2-hyd-Ea-c23.csv,
SC1-2,3600,800.0,17,c,b,1194.3,0.116,1.020,SC1-2-hyd-Ea-c26.csv,
SC1-2,3600,800.0,1.0,a,b,-1000.0,0.105,0.968,SC1-2-800C-1hr-a01.csv,
SC1-2,3600,800.0,1.0,a,b,-900.0,0.095,0.880,SC1-2-800C-1hr-a02.csv,
SC1-2,3600,800.0,1.0,a,b,-800.0,0.107,0.991,SC1-2-800C-1hr-a03.csv,
SC1-2,3600,800.0,1.0,a,b,-600.0,0.095,0.875,SC1-2-800C-1hr-a05.csv,
SC1-2,3600,800.0,1.0,a,b,-400.0,0.096,0.883,SC1-2-800C-1hr-a07.csv,
SC1-2,3600,800.0,1.0,a,b,-200.0,0.108,0.993,SC1-2-800C-1hr-a09.csv,
SC1-2,3600,800.0,1.0,a,b,0.0,0.094,0.860,SC1-2-800C-1hr-a11.csv,
SC1-2,3600,800.0,1.0,a,b,200.0,0.099,0.907,SC1-2-800C-1hr-a13.csv,
SC1-2,3600,800.0,1.0,a,b,400.0,0.099,0.906,SC1-2-800C-1hr-a15.csv,
SC1-2,3600,800.0,1.0,a,b,600.0,0.102,0.927,SC1-2-800C-1hr-a17.csv,
SC1-2,3600,800.0,1.0,a,b,800.0,0.113,1.029,SC1-2-800C-1hr-a19.csv,
SC1-2,3600,800.0,1.0,a,b,900.0,0.096,0.871,SC1-2-800C-1hr-a20.csv,
SC1-2,3600,800.0,1.0,a,b,1000.0,0.087,0.783,SC1-2-800C-1hr-a21.csv,
SC1-2,3600,800.0,1.0,b,c,-889.3,0.109,1.109,SC1-2-800C-1hr-b01.csv,
SC1-2,3600,800.0,1.0,b,c,-789.3,0.103,1.022,SC1-2-800C-1hr-b02.csv,
SC1-2,3600,800.0,1.0,b,c,-689.3,0.099,0.974,SC1-2-800C-1hr-b03.csv,
SC1-2,3600,800.0,1.0,b,c,-489.3,0.115,1.096,SC1-2-800C-1hr-b05.csv,
SC1-2,3600,800.0,1.0,b,c,-289.3,0.107,0.983,SC1-2-800C-1hr-b07.csv,
SC1-2,3600,800.0,1.0,b,c,-89.3,0.110,0.989,SC1-2-800C-1hr-b09.csv,
SC1-2,3600,800.0,1.0,b,c,210.7,0.126,1.085,SC1-2-800C-1hr-b12.csv,
SC1-2,3600,800.0,1.0,b,c,410.7,0.107,0.891,SC1-2-800C-1hr-b14.csv,
SC1-2,3600,800.0,1.0,b,c,610.7,0.095,0.771,SC1-2-800C-1hr-b16.csv,
SC1-2,3600,800.0,1.0,b,c,710.7,0.099,0.793,SC1-2-800C-1hr-b17.csv,
SC1-2,3600,800.0,1.0,b,c,810.7,0.095,0.752,SC1-2-800C-1hr-b18.csv,
SC1-2,3600,800.0,1.0,c,b,-1380.7,0.111,1.004,SC1-2-800C-1hr-c00.csv,
SC1-2,3600,800.0,1.0,c,b,-1305.7,0.090,0.816,SC1-2-800C-1hr-c01.csv,
SC1-2,3600,800.0,1.0,c,b,-1205.7,0.095,0.857,SC1-2-800C-1hr-c02.csv,
SC1-2,3600,800.0,1.0,c,b,-1005.7,0.098,0.882,SC1-2-800C-1hr-c04.csv,
SC1-2,3600,800.0,1.0,c,b,-805.7,0.104,0.931,SC1-2-800C-1hr-c06.csv,
SC1-2,3600,800.0,1.0,c,b,-505.7,0.101,0.902,SC1-2-800C-1hr-c09.csv,
SC1-2,3600,800.0,1.0,c,b,-205.7,0.108,0.965,SC1-2-800C-1hr-a09.csv,
SC1-2,3600,800.0,1.0,c,b,194.3,0.097,0.864,SC1-2-800C-1hr-c16.csv,
SC1-2,3600,800.0,1.0,c,b,494.3,0.103,0.911,SC1-2-800C-1hr-c19.csv,
SC1-2,3600,800.0,1.0,c,b,694.3,0.103,0.907,SC1-2-800C-1hr-c21.csv,
SC1-2,3600,800.0,1.0,c,b,894.3,0.112,0.990,SC1-2-800C-1hr-c23.csv,
SC1-2,3600,800.0,1.0,c,b,1094.3,0.096,0.841,SC1-2-800C-1hr-c25.csv,
SC1-2,3600,800.0,1.0,c,b,1194.3,0.103,0.903,SC1-2-800C-1hr-c26.csv,
SC1-2,3600,800.0,3.0,a,b,-1000.0,0.119,1.102,SC1-2-800C-3hr-a01.csv,
SC1-2,3600,800.0,3.0,a,b,-900.0,0.105,0.969,SC1-2-800C-3hr-a02.csv,
SC1-2,3600,800.0,3.0,a,b,-800.0,0.122,1.126,SC1-2-800C-3hr-a03.csv,
SC1-2,3600,800.0,3.0,a,b,-600.0,0.103,0.949,SC1-2-800C-3hr-a05.csv,
SC1-2,3600,800.0,3.0,a,b,-400.0,0.105,0.964,SC1-2-800C-3hr-a07.csv,
SC1-2,3600,800.0,3.0,a,b,-200.0,0.110,1.009,SC1-2-800C-3hr-a09.csv,
SC1-2,3600,800.0,3.0,a,b,0.0,0.107,0.983,SC1-2-800C-3hr-a11.csv,
SC1-2,3600,800.0,3.0,a,b,200.0,0.097,0.889,SC1-2-800C-3hr-a13.csv,
SC1-2,3600,800.0,3.0,a,b,600.0,0.098,0.893,SC1-2-800C-3hr-a17.csv,
SC1-2,3600,800.0,3.0,a,b,800.0,0.099,0.901,SC1-2-800C-3hr-a19.csv,
SC1-2,3600,800.0,3.0,a,b,900.0,0.078,0.707,SC1-2-800C-3hr-a20.csv,
SC1-2,3600,800.0,3.0,a,b,1000.0,0.095,0.856,SC1-2-800C-3hr-a21.csv,
SC1-2,3600,800.0,3.0,b,c,-914.3,0.104,1.056,SC1-2-800C-3hr-b01.csv,
SC1-2,3600,800.0,3.0,b,c,-789.3,0.113,1.125,SC1-2-800C-3hr-b02.csv,
SC1-2,3600,800.0,3.0,b,c,-489.3,0.105,1.000,SC1-2-800C-3hr-b05.csv,
SC1-2,3600,800.0,3.0,b,c,-289.3,0.102,0.945,SC1-2-800C-3hr-b07.csv,
SC1-2,3600,800.0,3.0,b,c,-89.3,0.106,0.947,SC1-2-800C-3hr-b09.csv,
SC1-2,3600,800.0,3.0,b,c,210.7,0.100,0.863,SC1-2-800C-3hr-b12.csv,
SC1-2,3600,800.0,3.0,b,c,410.7,0.098,0.820,SC1-2-800C-3hr-b14.csv,
SC1-2,3600,800.0,3.0,b,c,610.7,0.111,0.899,SC1-2-800C-3hr-b16.csv,
SC1-2,3600,800.0,3.0,b,c,710.7,0.104,0.833,SC1-2-800C-3hr-b17.csv,
SC1-2,3600,800.0,3.0,b,c,810.7,0.100,0.790,SC1-2-800C-3hr-b18.csv,
SC1-2,3600,800.0,3.0,c,b,-1355.7,0.109,0.979,SC1-2-800C-3hr-c01.csv,
SC1-2,3600,800.0,3.0,c,b,-1205.7,0.105,0.941,SC1-2-800C-3hr-c02.csv,
SC1-2,3600,800.0,3.0,c,b,-1005.7,0.105,0.947,SC1-2-800C-3hr-c04.csv,
SC1-2,3600,800.0,3.0,c,b,-805.7,0.101,0.909,SC1-2-800C-3hr-c06.csv,
SC1-2,3600,800.0,3.0,c,b,-205.7,0.110,0.981,SC1-2-800C-3hr-a09.csv,
SC1-2,3600,800.0,3.0,c,b,194.3,0.115,1.019,SC1-2-800C-3hr-c16.csv,
SC1-2,3600,800.0,3.0,c,b,494.3,0.108,0.957,SC1-2-800C-3hr-c19.csv,
SC1-2,3600,800.0,3.0,c,b,694.3,0.111,0.981,SC1-2-800C-3hr-c21.csv,
SC1-2,3600,800.0,3.0,c,b,894.3,0.107,0.940,SC1-2-800C-3hr-c23.csv,
SC1-2,3600,800.0,3.0,c,b,1094.3,0.114,0.999,SC1-2-800C-3hr-c25.csv,
SC1-2,3600,800.0,3.0,c,b,1194.3,0.116,1.020,SC1-2-800C-3hr-c26.csv,
SC1-2,3600,800.0,7.0,a,b,-1000.0,0.102,0.943,SC1-2-800C-7hr-a01.csv,
SC1-2,3600,800.0,7.0,a,b,-800.0,0.102,0.939,SC1-2-800C-7hr-a03.csv,
SC1-2,3600,800.0,7.0,a,b,-600.0,0.101,0.935,SC1-2-800C-7hr-a05.csv,
SC1-2,3600,800.0,7.0,a,b,-400.0,0.104,0.955,SC1-2-800C-7hr-a07.csv,
SC1-2,3600,800.0,7.0,a,b,-200.0,0.104,0.953,SC1-2-800C-7hr-a09.csv,
SC1-2,3600,800.0,7.0,a,b,0.0,0.106,0.971,SC1-2-800C-7hr-a11.csv,
SC1-2,3600,800.0,7.0,a,b,200.0,0.107,0.974,SC1-2-800C-7hr-a13.csv,
SC1-2,3600,800.0,7.0,a,b,400.0,0.106,0.963,SC1-2-800C-7hr-a15.csv,
SC1-2,3600,800.0,7.0,a,b,600.0,0.105,0.958,SC1-2-800C-7hr-a17.csv,
SC1-2,3600,800.0,7.0,a,b,800.0,0.103,0.938,SC1-2-800C-7hr-a19.csv,
SC1-2,3600,800.0,7.0,a,b,1000.0,0.100,0.910,SC1-2-800C-7hr-a21.csv,
SC1-2,3600,800.0,7.0,b,c,-889.3,0.105,1.069,SC1-2-800C-7hr-b01.csv,
SC1-2,3600,800.0,7.0,b,c,-689.3,0.108,1.056,SC1-2-800C-7hr-b03.csv,
SC1-2,3600,800.0,7.0,b,c,-489.3,0.106,1.005,SC1-2-800C-7hr-b05.csv,
SC1-2,3600,800.0,7.0,b,c,-289.3,0.105,0.972,SC1-2-800C-7hr-b07.csv,
SC1-2,3600,800.0,7.0,b,c,-89.3,0.104,0.934,SC1-2-800C-7hr-b09.csv,
SC1-2,3600,800.0,7.0,b,c,110.7,0.104,0.903,SC1-2-800C-7hr-b11.csv,
SC1-2,3600,800.0,7.0,b,c,310.7,0.101,0.856,SC1-2-800C-7hr-b13.csv,
SC1-2,3600,800.0,7.0,b,c,510.7,0.100,0.821,SC1-2-800C-7hr-b15.csv,
SC1-2,3600,800.0,7.0,b,c,810.7,0.101,0.797,SC1-2-800C-7hr-b18.csv,
SC1-2,3600,800.0,7.0,c,b,-1355.7,0.109,0.981,SC1-2-800C-7hr-c00-copper.csv,
SC1-2,3600,800.0,7.0,c,b,-1205.7,0.100,0.903,SC1-2-800C-7hr-c02-copper.csv,
SC1-2,3600,800.0,7.0,c,b,-1005.7,0.109,0.980,SC1-2-800C-7hr-c04-copper.csv,
SC1-2,3600,800.0,7.0,c,b,-805.7,0.101,0.909,SC1-2-800C-7hr-c06-copper.csv,
SC1-2,3600,800.0,7.0,c,b,-605.7,0.100,0.891,SC1-2-800C-7hr-c08-copper.csv,
SC1-2,3600,800.0,7.0,c,b,-405.7,0.103,0.922,SC1-2-800C-7hr-c10.csv,
SC1-2,3600,800.0,7.0,c,b,-205.7,0.106,0.947,SC1-2-800C-7hr-c12.csv,
SC1-2,3600,800.0,7.0,c,b,194.3,0.109,0.968,SC1-2-800C-7hr-c16.csv,
SC1-2,3600,800.0,7.0,c,b,394.3,0.111,0.985,SC1-2-800C-7hr-c18.csv,
SC1-2,3600,800.0,7.0,c,b,594.3,0.113,1.003,SC1-2-800C-7hr-c20.csv,
SC1-2,3600,800.0,7.0,c,b,794.3,0.112,0.992,SC1-2-800C-7hr-c22.csv,
SC1-2,3600,800.0,7.0,c,b,994.3,0.116,1.021,SC1-2-800C-7hr-c24.csv,
SC1-2,3600,800.0,7.0,c,b,1144.3,0.111,0.974,SC1-2-800C-7hr-c2526.csv,
SC1-2,3600,800.0,7.0,c,b,1355.3,0.119,1.045,SC1-2-800C-7hr-c27.csv,
SC1-2,3600,800.0,13.0,a,b,-1000.0,0.111,1.030,SC1-2-800C-13hr-a01.csv,
SC1-2,3600,800.0,13.0,a,b,-800.0,0.106,0.977,SC1-2-800C-13hr-a03.csv,
SC1-2,3600,800.0,13.0,a,b,-600.0,0.102,0.941,SC1-2-800C-13hr-a05.csv,
SC1-2,3600,800.0,13.0,a,b,-400.0,0.104,0.955,SC1-2-800C-13hr-a07.csv,
SC1-2,3600,800.0,13.0,a,b,-200.0,0.107,0.979,SC1-2-800C-13hr-a09.csv,
SC1-2,3600,800.0,13.0,a,b,0.0,0.107,0.982,SC1-2-800C-13hr-a11.csv,
SC1-2,3600,800.0,13.0,a,b,200.0,0.107,0.981,SC1-2-800C-13hr-a13.csv,
SC1-2,3600,800.0,13.0,a,b,400.0,0.106,0.970,SC1-2-800C-13hr-a15.csv,
SC1-2,3600,800.0,13.0,a,b,600.0,0.106,0.968,SC1-2-800C-13hr-a17.csv,
SC1-2,3600,800.0,13.0,a,b,800.0,0.104,0.941,SC1-2-800C-13hr-a19.csv,
SC1-2,3600,800.0,13.0,a,b,1000.0,0.102,0.925,SC1-2-800C-13hr-a21.csv,
SC1-2,3600,800.0,13.0,b,c,-889.3,0.109,1.105,SC1-2-800C-13hr-b01.csv,
SC1-2,3600,800.0,13.0,b,c,-689.3,0.110,1.076,SC1-2-800C-13hr-b03.csv,
SC1-2,3600,800.0,13.0,b,c,-489.3,0.109,1.034,SC1-2-800C-13hr-b05.csv,
SC1-2,3600,800.0,13.0,b,c,-289.3,0.109,1.005,SC1-2-800C-13hr-b07.csv,
SC1-2,3600,800.0,13.0,b,c,-89.3,0.108,0.964,SC1-2-800C-13hr-b09.csv,
SC1-2,3600,800.0,13.0,b,c,110.7,0.106,0.923,SC1-2-800C-13hr-b11.csv,
SC1-2,3600,800.0,13.0,b,c,310.7,0.103,0.873,SC1-2-800C-13hr-b13.csv,
SC1-2,3600,800.0,13.0,b,c,510.7,0.101,0.835,SC1-2-800C-13hr-b15.csv,
SC1-2,3600,800.0,13.0,b,c,810.7,0.101,0.803,SC1-2-800C-13hr-b18.csv,
SC1-2,3600,800.0,13.0,c,b,-1355.7,0.123,1.113,SC1-2-800C-13hr-c00.csv,
SC1-2,3600,800.0,13.0,c,b,-1205.7,0.098,0.885,SC1-2-800C-13hr-c02.csv,
SC1-2,3600,800.0,13.0,c,b,-1005.7,0.098,0.881,SC1-2-800C-13hr-c04.csv,
SC1-2,3600,800.0,13.0,c,b,-805.7,0.102,0.913,SC1-2-800C-13hr-c06.csv,
SC1-2,3600,800.0,13.0,c,b,-605.7,0.103,0.926,SC1-2-800C-13hr-c08.csv,
SC1-2,3600,800.0,13.0,c,b,-405.7,0.106,0.947,SC1-2-800C-13hr-c10.csv,
SC1-2,3600,800.0,13.0,c,b,-205.7,0.106,0.941,SC1-2-800C-13hr-c12.csv,
SC1-2,3600,800.0,13.0,c,b,194.3,0.108,0.958,SC1-2-800C-13hr-c16.csv,
SC1-2,3600,800.0,13.0,c,b,394.3,0.110,0.974,SC1-2-800C-13hr-c18.csv,
SC1-2,3600,800.0,13.0,c,b,594.3,0.109,0.968,SC1-2-800C-13hr-c20.csv,
SC1-2,3600,800.0,13.0,c,b,794.3,0.110,0.967,SC1-2-800C-13hr-c22.csv,
SC1-2,3600,800.0,13.0,c,b,994.3,0.110,0.972,SC1-2-800C-13hr-c24.csv,
SC1-2,3600,800.0,13.0,c,b,1144.3,0.115,1.016,SC1-2-800C-13hr-c2526.csv,
SC1-2,3600,800.0,13.0,c,b,1355.3,0.123,1.076,SC1-2-800C-13hr-c27.csv,
SC1-2,3600,800.0,19.0,a,b,-1000.0,0.089,0.826,SC1-2-800C-19hr-a01.csv,
SC1-2,3600,800.0,19.0,a,b,-800.0,0.098,0.907,SC1-2-800C-19hr-a03.csv,
SC1-2,3600,800.0,19.0,a,b,-600.0,0.103,0.946,SC1-2-800C-19hr-a05.csv,
SC1-2,3600,800.0,19.0,a,b,-400.0,0.103,0.947,SC1-2-800C-19hr-a07.csv,
SC1-2,3600,800.0,19.0,a,b,-200.0,0.106,0.968,SC1-2-800C-19hr-a09.csv,
SC1-2,3600,800.0,19.0,a,b,0.0,0.107,0.976,SC1-2-800C-19hr-a11.csv,
SC1-2,3600,800.0,19.0,a,b,200.0,0.108,0.983,SC1-2-800C-19hr-a13.csv,
SC1-2,3600,800.0,19.0,a,b,400.0,0.107,0.979,SC1-2-800C-19hr-a15.csv,
SC1-2,3600,800.0,19.0,a,b,600.0,0.105,0.954,SC1-2-800C-19hr-a17.csv,
SC1-2,3600,800.0,19.0,a,b,800.0,0.102,0.928,SC1-2-800C-19hr-a19.csv,
SC1-2,3600,800.0,19.0,a,b,1000.0,0.096,0.872,SC1-2-800C-19hr-a21.csv,
SC1-2,3600,800.0,19.0,b,c,-889.3,0.102,1.030,SC1-2-800C-19hr-b01.csv,
SC1-2,3600,800.0,19.0,b,c,-689.3,0.102,1.003,SC1-2-800C-19hr-b03.csv,
SC1-2,3600,800.0,19.0,b,c,-489.3,0.103,0.975,SC1-2-800C-19hr-b05.csv,
SC1-2,3600,800.0,19.0,b,c,-289.3,0.103,0.947,SC1-2-800C-19hr-b07.csv,
SC1-2,3600,800.0,19.0,b,c,110.7,0.104,0.909,SC1-2-800C-19hr-b11.csv,
SC1-2,3600,800.0,19.0,b,c,310.7,0.107,0.908,SC1-2-800C-19hr-b13.csv,
SC1-2,3600,800.0,19.0,b,c,510.7,0.107,0.882,SC1-2-800C-19hr-b15.csv,
SC1-2,3600,800.0,19.0,b,c,810.7,0.109,0.863,SC1-2-800C-19hr-b18.csv,
SC1-2,3600,800.0,19.0,c,b,-1355.7,0.102,0.922,SC1-2-800C-19hr-c00.csv,
SC1-2,3600,800.0,19.0,c,b,-1205.7,0.103,0.926,SC1-2-800C-19hr-c02.csv,
SC1-2,3600,800.0,19.0,c,b,-1005.7,0.102,0.921,SC1-2-800C-19hr-c04.csv,
SC1-2,3600,800.0,19.0,c,b,-805.7,0.103,0.925,SC1-2-800C-19hr-c06.csv,
SC1-2,3600,800.0,19.0,c,b,-605.7,0.090,0.802,SC1-2-800C-19hr-c08.csv,
SC1-2,3600,800.0,19.0,c,b,-405.7,0.091,0.812,SC1-2-800C-19hr-c10.csv,
SC1-2,3600,800.0,19.0,c,b,-205.7,0.092,0.817,SC1-2-800C-19hr-c12.csv,
SC1-2,3600,800.0,19.0,c,b,194.3,0.093,0.827,SC1-2-800C-19hr-c16.csv,
SC1-2,3600,800.0,19.0,c,b,394.3,0.095,0.838,SC1-2-800C-19hr-c18.csv,
SC1-2,3600,800.0,19.0,c,b,594.3,0.095,0.842,SC1-2-800C-19hr-c20.csv,
SC1-2,3600,800.0,19.0,c,b,794.3,0.095,0.836,SC1-2-800C-19hr-c22.csv,
SC1-2,3600,800.0,19.0,c,b,994.3,0.098,0.862,SC1-2-800C-19hr-c24.csv,
SC1-2,3600,800.0,19.0,c,b,1144.3,0.104,0.917,SC1-2-800C-19hr-c2526.csv,
SC1-2,3600,800.0,19.0,c,b,1355.3,0.107,0.935,SC1-2-800C-19hr-c27.csv,
SC1-2,3600,800.0,43.0,a,b,-1000.0,0.070,0.645,SC1-2-800C-43hr-a01.csv,
SC1-2,3600,800.0,43.0,a,b,-800.0,0.080,0.742,SC1-2-800C-43hr-a03.csv,
SC1-2,3600,800.0,43.0,a,b,-600.0,0.084,0.777,SC1-2-800C-43hr-a05.csv,
SC1-2,3600,800.0,43.0,a,b,-400.0,0.087,0.797,SC1-2-800C-43hr-a07.csv,
SC1-2,3600,800.0,43.0,a,b,-200.0,0.088,0.809,SC1-2-800C-43hr-a09.csv,
SC1-2,3600,800.0,43.0,a,b,0.0,0.092,0.838,SC1-2-800C-43hr-a11.csv,
SC1-2,3600,800.0,43.0,a,b,200.0,0.092,0.839,SC1-2-800C-43hr-a13.csv,
SC1-2,3600,800.0,43.0,a,b,400.0,0.095,0.863,SC1-2-800C-43hr-a15.csv,
SC1-2,3600,800.0,43.0,a,b,600.0,0.092,0.832,SC1-2-800C-43hr-a17.csv,
SC1-2,3600,800.0,43.0,a,b,800.0,0.088,0.802,SC1-2-800C-43hr-a19.csv,
SC1-2,3600,800.0,43.0,a,b,1000.0,0.081,0.732,SC1-2-800C-43hr-a21.csv,
SC1-2,3600,800.0,43.0,b,c,-889.3,0.108,1.091,SC1-2-800C-43hr-b01.csv,
SC1-2,3600,800.0,43.0,b,c,-689.3,0.110,1.081,SC1-2-800C-43hr-b03.csv,
SC1-2,3600,800.0,43.0,b,c,-489.3,0.110,1.044,SC1-2-800C-43hr-b05.csv,
SC1-2,3600,800.0,43.0,b,c,-289.3,0.095,0.876,SC1-2-800C-43hr-b07.csv,
SC1-2,3600,800.0,43.0,b,c,-89.3,0.095,0.853,SC1-2-800C-43hr-b09.csv,
SC1-2,3600,800.0,43.0,b,c,110.7,0.098,0.852,SC1-2-800C-43hr-b11.csv,
SC1-2,3600,800.0,43.0,b,c,310.7,0.097,0.822,SC1-2-800C-43hr-b13.csv,
SC1-2,3600,800.0,43.0,b,c,510.7,0.096,0.791,SC1-2-800C-43hr-b15.csv,
SC1-2,3600,800.0,43.0,b,c,810.7,0.095,0.756,SC1-2-800C-43hr-b18.csv,
SC1-2,3600,800.0,43.0,c,b,-1355.7,0.114,1.031,SC1-2-800C-43hr-c00.csv,
SC1-2,3600,800.0,43.0,c,b,-1205.7,0.108,0.971,SC1-2-800C-43hr-c02.csv,
SC1-2,3600,800.0,43.0,c,b,-1005.7,0.090,0.812,SC1-2-800C-43hr-c04.csv,
SC1-2,3600,800.0,43.0,c,b,-805.7,0.093,0.831,SC1-2-800C-43hr-c06.csv,
SC1-2,3600,800.0,43.0,c,b,-605.7,0.093,0.831,SC1-2-800C-43hr-c08.csv,
SC1-2,3600,800.0,43.0,c,b,-405.7,0.093,0.829,SC1-2-800C-43hr-c10.csv,
SC1-2,3600,800.0,43.0,c,b,-205.7,0.094,0.834,SC1-2-800C-43hr-c12.csv,
SC1-2,3600,800.0,43.0,c,b,194.3,0.094,0.831,SC1-2-800C-43hr-c16.csv,
SC1-2,3600,800.0,43.0,c,b,394.3,0.095,0.840,SC1-2-800C-43hr-c18.csv,
SC1-2,3600,800.0,43.0,c,b,594.3,0.096,0.849,SC1-2-800C-43hr-c20.csv,
SC1-2,3600,800.0,43.0,c,b,794.3,0.099,0.877,SC1-2-800C-43hr-c22.csv,
SC1-2,3600,800.0,43.0,c,b,994.3,0.102,0.901,SC1-2-800C-43hr-c24.csv,
SC1-2,3600,800.0,43.0,c,b,1144.3,0.109,0.962,SC1-2-800C-43hr-c2526.csv,
SC1-2,3600,800.0,43.0,c,b,1355.3,0.103,0.903,SC1-2-800C-43hr-c27.csv,
SC1-2,3600,800.0,68.0,a,b,-1000.0,0.055,0.508,SC1-2-800C-68hr-a01.csv,
SC1-2,3600,800.0,68.0,a,b,-800.0,0.064,0.592,SC1-2-800C-68hr-a03.csv,
SC1-2,3600,800.0,68.0,a,b,-600.0,0.068,0.629,SC1-2-800C-68hr-a05.csv,
SC1-2,3600,800.0,68.0,a,b,-400.0,0.071,0.656,SC1-2-800C-68hr-a07.csv,
SC1-2,3600,800.0,68.0,a,b,-200.0,0.076,0.698,SC1-2-800C-68hr-a09.csv,
SC1-2,3600,800.0,68.0,a,b,0.0,0.078,0.712,SC1-2-800C-68hr-a11.csv,
SC1-2,3600,800.0,68.0,a,b,200.0,0.076,0.692,SC1-2-800C-68hr-a13.csv,
SC1-2,3600,800.0,68.0,a,b,400.0,0.074,0.678,SC1-2-800C-68hr-a15.csv,
SC1-2,3600,800.0,68.0,a,b,600.0,0.070,0.638,SC1-2-800C-68hr-a17.csv,
SC1-2,3600,800.0,68.0,a,b,800.0,0.066,0.599,SC1-2-800C-68hr-a19.csv,
SC1-2,3600,800.0,68.0,a,b,1000.0,0.058,0.525,SC1-2-800C-68hr-a21.csv,
SC1-2,3600,800.0,68.0,b,c,-889.3,0.093,0.937,SC1-2-800C-68hr-b01.csv,
SC1-2,3600,800.0,68.0,b,c,-689.3,0.085,0.833,SC1-2-800C-68hr-b03.csv,
SC1-2,3600,800.0,68.0,b,c,-489.3,0.079,0.748,SC1-2-800C-68hr-b05.csv,
SC1-2,3600,800.0,68.0,b,c,-289.3,0.079,0.733,SC1-2-800C-68hr-b07.csv,
SC1-2,3600,800.0,68.0,b,c,-89.3,0.080,0.715,SC1-2-800C-68hr-b09.csv,
SC1-2,3600,800.0,68.0,b,c,110.7,0.080,0.698,SC1-2-800C-68hr-b11.csv,
SC1-2,3600,800.0,68.0,b,c,510.7,0.077,0.633,SC1-2-800C-68hr-b15.csv,
SC1-2,3600,800.0,68.0,b,c,810.7,0.075,0.596,SC1-2-800C-68hr-b18.csv,
SC1-2,3600,800.0,68.0,c,b,-1355.7,0.083,0.750,SC1-2-800C-68hr-c00.csv,
SC1-2,3600,800.0,68.0,c,b,-1205.7,0.082,0.735,SC1-2-800C-68hr-c02.csv,
SC1-2,3600,800.0,68.0,c,b,-1005.7,0.080,0.722,SC1-2-800C-68hr-c04.csv,
SC1-2,3600,800.0,68.0,c,b,-805.7,0.079,0.708,SC1-2-800C-68hr-c06.csv,
SC1-2,3600,800.0,68.0,c,b,-605.7,0.078,0.700,SC1-2-800C-68hr-c08.csv,
SC1-2,3600,800.0,68.0,c,b,-405.7,0.079,0.705,SC1-2-800C-68hr-c10.csv,
SC1-2,3600,800.0,68.0,c,b,-205.7,0.080,0.715,SC1-2-800C-68hr-c12.csv,
SC1-2,3600,800.0,68.0,c,b,194.3,0.080,0.713,SC1-2-800C-68hr-c16.csv,
SC1-2,3600,800.0,68.0,c,b,394.3,0.080,0.709,SC1-2-800C-68hr-c18.csv,
SC1-2,3600,800.0,68.0,c,b,594.3,0.079,0.698,SC1-2-800C-68hr-c20.csv,
