3.482800e+003, 0.00, 0.00, 0.00
3525, 0.03,34.78, 1.13
3542, 0.01, 3.17, 0.03
3566, 0.02,14.89, 0.35
3572, 0.04,34.68, 1.56
3600, 0.08,10.88, 0.89
