3598, 0.04,18.00, 0.76
3573, 0.35,16.00, 5.96
3562, 0.32,19.00, 6.47
3544, 0.20,15.00, 3.19
3525, 0.30,26.00, 8.30
3489, 0.13,55.00, 7.61
3358, 0.13,21.62, 2.99
3330, 0.06,29.40, 1.88
