baseline wavenumber (cm-1),baseline absorbance (cm-1),baseline-subtracted absorbance (cm-1)
3199.3790000000004,0.34033154755886486,1.509903313490213e-14
3201.308,0.3380201065066899,-0.0003202176964200998
3203.236,0.335719709425117,0.004781655176115951
3205.165,0.3334279700101206,0.00574568813200016
3207.093,0.33114726435233877,-0.008215393332425824
3209.0209999999997,0.32887640185376554,-0.014790179272142323
3210.95,0.32661421234053734,-0.0022429397235355086
3212.8779999999997,0.3243630412657552,0.003051292101271974
3214.8070000000002,0.3221205533897127,-0.0012947169396975156
3216.736,0.3198879188862733,-0.0030254909068938574
3218.664,0.31766628749986126,-0.0033642557602473477
3220.593,0.3154533546336076,0.005518039281281695
3222.5209999999997,0.31325141467099016,0.007382366790649186
3224.449,0.31105931786757424,0.0011043331988365157
3226.3779999999997,0.30887593490308873,0.004667985040305744
3228.3059999999996,0.30670352952346747,0.006291012071599766
3230.235,0.30453984819616053,-0.0015842230066325236
3232.164,0.3023860202414639,0.005627726852440951
3234.092,0.3002431545502162,0.017960120492743537
3236.0209999999997,0.29810902823269814,0.012171978539767148
3237.949,0.2959858539652416,0.007559582201744908
3239.877,0.2938725228569936,0.011528265579274333
3241.8059999999996,0.29176794644124016,0.010755049616578471
3243.7340000000004,0.28967430675677974,0.017568187936437774
3245.663,0.28758943197821907,0.01455652981294664
3247.592,0.28551441057225446,0.012475582352035497
3249.52,0.28345031057616765,0.02051663574951701
3251.448,0.281396053739293,0.01939086630518294
3253.377,0.27935058223509657,0.007876244814332356
3255.305,0.27731601682200946,-0.0017605735793122523
3257.2340000000004,0.2752902469549987,-0.0037224717604167346
3259.1620000000003,0.2732753729657027,0.0096398195946934
3261.091,0.2712693047358776,0.014724832532898358
3263.02,0.2692730898786557,0.009519490733898461
3264.948,0.26728775557772977,0.006709009811939559
3266.8759999999997,0.26531226443601597,0.013461110677700727
3268.805,0.2633455994805587,0.014957240911637415
3270.7329999999997,0.261389799762636,0.011470303340568089
3272.6620000000003,0.2594428364443644,0.013646216421298263
3274.591,0.2575057264986924,0.015875452112446897
3276.5190000000002,0.2555794664691433,0.013290441546625287
3278.448,0.253662058160657,0.012531209806592614
3280.3759999999997,0.25175548955489546,0.013811578068676722
3282.304,0.2498587641083425,0.008864575626823745
3284.2329999999997,0.2479709057016244,0.003498314959449189
3286.1609999999996,0.24609387167886254,-0.0010893230080852856
3288.09,0.2442257149093301,0.0001996363491354458
3290.0190000000002,0.24236741151239727,0.00731317071746207
3291.947,0.24051991717800902,0.014258208769630798
3293.875,0.23868226600282938,0.022731359793187966
3295.804,0.23685351250766473,0.0214387143193846
3297.732,0.2350355527562762,0.02065028571537053
3299.6609999999996,0.23322650089829722,0.019932298252617775
3301.5890000000004,0.23142823257069622,0.022064135770555326
3303.518,0.22963888234990293,0.02530956604795387
3305.447,0.22785938550170926,0.022339239788900178
3307.375,0.22609065686248186,0.018870426731978807
3309.303,0.22433177138246663,0.016880196675756576
3311.232,0.22258182443604113,0.008209138871347887
3313.16,0.22084263037981344,0.009899308364753168
3315.0890000000004,0.21911238507057007,0.016019526381972238
3317.0170000000003,0.21739288243813704,0.02452766744561896
3318.946,0.21568233876607934,0.02240418706026248
3320.875,0.21398164846662482,0.024510719874626385
3322.803,0.21229168552256183,0.032931199345526796
3324.7309999999998,0.2106115657377039,0.025190516542696217
3326.66,0.20894042534001755,0.01887873972619092
3328.5879999999997,0.20727999697895427,0.023144040219064577
3330.5170000000003,0.20562855821845005,0.03220475826795477
3332.445,0.20398782128117787,0.028306225014182562
3334.3740000000003,0.20235608415785933,0.015065830327130048
3336.302,0.2007350386443747,0.017822527311351477
3338.2309999999998,0.19912300315824538,0.03781624681648421
3340.159,0.1975216490685483,0.04237777476648663
3342.0879999999997,0.1959293152196011,0.022791497476244205
3344.0159999999996,0.19434765255370223,0.026865831728113188
3345.945,0.19277502034193716,0.04045857917287132
3347.873,0.19121304909982584,0.04272862683265166
3349.802,0.18966011852524645,0.038529510505381115
3351.73,0.18811783870692622,0.029534036356249738
3353.659,0.1865846097695325,0.01932714601738761
3355.587,0.18506202137499983,0.01795374735036126
3357.5159999999996,0.1835484940747918,0.019681567584967752
3359.4440000000004,0.18204559710405022,0.021404316976612936
3361.373,0.1805517714410243,0.0345356641194734
3363.302,0.1790677991506051,0.03999972334004531
3365.23,0.17759444186823714,0.030519881390632664
3367.158,0.17613092774507777,0.02982783097320807
3369.087,0.1746765053564232,0.03635098883138621
3371.015,0.17323268265705494,0.03775235727016635
3372.9440000000004,0.1717979619055825,0.03435740047185587
3374.8720000000003,0.17037383063000533,0.03530189968435837
3376.801,0.16895881151572212,0.050029361940256756
3378.7290000000003,0.16755437166393605,0.04951830598692841
3380.658,0.1661590541868314,0.0446399956463841
3382.586,0.16477430575883645,0.043668027203864535
3384.515,0.16339868991892104,0.04131019515133061
3386.4429999999998,0.16203363291471362,0.03970446473008571
3388.3720000000003,0.16067771871198033,0.04472913461865735
3390.3,0.15933235313156757,0.04523805018390803
3392.2290000000003,0.15799614056601996,0.0342119863924355
3394.157,0.15667046640939475,0.03148984896511231
3396.086,0.1553539554810328,0.04188348513354301
3398.014,0.1540479727481987,0.0451934100477176
3399.9429999999998,0.15275116345702244,0.04376253309609601
3401.8709999999996,0.15146487214797943,0.044445367415348214
3403.8,0.1501877644939853,0.03877513856878645
3405.728,0.14892116460872984,0.040847863997355294
3407.657,0.14766375859192493,0.05162007846457972
3409.585,0.14641685013046413,0.053993541055222805
3411.514,0.1451791457508378,0.04393234722399275
