3598,0.04,17,0.72
3573,0.29,15,4.63
3562,0.27,19,5.46
3544,0.18,15,2.87
3525,0.25,25,6.65
3489,0.11,52,6.09
3358,0.12,22,2.81
3330,0.07,27,1.89
