baseline wavenumber (cm-1),baseline absorbance (cm-1),baseline-subtracted absorbance (cm-1)
3399.943,0.134362200322,0.0
3401.871,0.133783437995,-0.00142270548643
3403.8,0.133204375481,-0.00179842035367
3405.728,0.132625613154,-0.00444430330568
3407.657,0.13204655064,-0.0131138603481
3409.585,0.131467788313,-0.00777903455612
3411.514,0.130888725799,-0.00188648913119
3413.442,0.130309963472,0.00193439243766
3415.371,0.129730900958,0.00257356538757
3417.299,0.129152138631,-0.000494139050419
3419.228,0.128573076117,0.00327531977354
3421.156,0.12799431379,0.000164629384613
3423.085,0.127415251276,-0.00967044104285
3425.013,0.126836488949,-0.0233766441179
3426.942,0.126257426435,-0.0247434822115
3428.87,0.125678664108,-0.0139431500241
3430.799,0.125099601594,-0.00938386803663
3432.727,0.124520839267,0.00986652356229
3434.656,0.123941776753,0.0273960299154
3436.584,0.123363014426,0.0217187637244
3438.513,0.122783951912,0.00319459006081
3440.441,0.122205189585,0.00311982614145
3442.37,0.121626127071,0.0051782344307
3444.298,0.121047364744,0.0104885966734
3446.227,0.12046830223,0.0134497099322
3448.155,0.119889539903,0.00565494880867
3450.084,0.119310477389,0.00143111763472
3452.012,0.118731715062,0.00569933267671
3453.941,0.118152652548,0.0107926189977
3455.869,0.117573890221,0.00357414920009
3457.798,0.116994827707,0.00397392884602
3459.726,0.11641606538,0.000891546278441
3461.655,0.115837002866,0.0127940868107
3463.583,0.115258240539,0.0122048893972
3465.512,0.114679178025,0.00756762423988
3467.44,0.114100415698,0.00857345024154
3469.369,0.113521353184,0.0234360802404
3471.297,0.112942590857,0.0276805306917
3473.226,0.112363528343,0.035502900678
3475.154,0.111784766016,0.0404253409244
3477.083,0.111205703502,0.0400891172153
3479.011,0.110626941175,0.0347578355075
3480.94,0.110047878661,0.0294736842105
3482.868,0.109469116334,0.0400604845604
3484.797,0.10889005382,0.0533305374991
3486.725,0.108311291493,0.0633127387017
3488.654,0.107732228979,0.0635531557979
3490.582,0.107153466652,0.0461410744814
3492.511,0.106574404138,0.0437065772
3494.439,0.105995641811,0.0472429826383
3496.368,0.105416579297,0.0401841755784
3498.296,0.10483781697,0.0290291712173
3500.225,0.104258754456,0.0242688893549
3502.153,0.103679992129,0.0350901902989
3504.082,0.103100929615,0.0341416788984
3506.01,0.102522167288,0.0350475538272
3507.939,0.101943104774,0.0524194450269
3509.867,0.101364342447,0.0917652444681
3511.796,0.100785279933,0.0963587754246
3513.724,0.100206517606,0.0804358253027
3515.653,0.0996274550919,0.100087719298
3517.581,0.0990486927654,0.117423663424
3519.51,0.0984696302509,0.125789823163
3521.438,0.0978908679244,0.131935091396
3523.367,0.0973118054099,0.14092157685
3525.295,0.0967330430834,0.154793831873
3527.224,0.096153980569,0.168659397498
3529.152,0.0955752182424,0.150827242092
3531.081,0.094996155728,0.121786887538
3533.009,0.0944173934014,0.104289183799
3534.938,0.093838330887,0.0955864262249
3536.866,0.0932595685604,0.095038467366
3538.795,0.092680506046,0.108653106871
3540.723,0.0921017437195,0.110839823346
3542.652,0.091522681205,0.0995121269309
3544.58,0.0909439188785,0.0982536767041
3546.509,0.090364856364,0.0920465506395
3548.437,0.0897860940375,0.0750720173765
3550.366,0.089207031523,0.0605238694345
3552.294,0.0886282691965,0.062540389502
3554.223,0.088049206682,0.0766694625009
3556.151,0.0874704443555,0.0990532852873
3558.08,0.0868913818411,0.134167190886
3560.008,0.0863126195145,0.180459939373
3561.937,0.0857335570001,0.213915216328
3563.865,0.0851547946735,0.232173086783
3565.794,0.0845757321591,0.240756622632
3567.722,0.0839969698326,0.278432610093
3569.651,0.0834179073181,0.319475082128
3571.579,0.0828391449916,0.334191679081
3573.508,0.0822600824771,0.330068497938
3575.436,0.0816813201506,0.286018057776
3577.365,0.0811022576361,0.201750891172
3579.293,0.0805234953096,0.134269612959
3581.222,0.0799444327951,0.100431606906
3583.15,0.0793656704686,0.0816418782838
3585.079,0.0787866079541,0.0601534214021
3587.007,0.0782078456276,0.046948721088
3588.936,0.0776287831132,0.0616635213532
3590.864,0.0770500207866,0.0571947544982
3592.793,0.0764709582722,0.0613835884532
3594.721,0.0758921959456,0.0859048264909
3596.65,0.0753131334312,0.0919008177815
3598.578,0.0747343711047,0.0844716119805
3600.507,0.0741553085902,0.0743289997903
3602.435,0.0735765462637,0.063836258657
3604.364,0.0729974837492,0.0528699238135
3606.292,0.0724187214227,0.0528947614878
3608.221,0.0718396589082,0.0527416649193
3610.149,0.0712608965817,0.0302600372269
3612.078,0.0706818340672,0.00941671908856
3614.006,0.0701030717407,0.0152369715947
3615.935,0.0695240092263,0.00884182567974
3617.863,0.0689452468997,0.0167467220665
3619.792,0.0683661843853,0.0138075767107
3621.72,0.0677874220587,-0.00847554675294
3623.649,0.0672083595443,-0.0107457887747
3625.577,0.0666295972177,0.00400191183376
3627.506,0.0660505347033,0.0162818899839
3629.434,0.0654717723768,0.0197494480049
3631.363,0.0648927098623,0.00324351715943
3633.291,0.0643139475358,0.00474595321211
3635.22,0.0637348850213,0.00964423009715
3637.148,0.0631561226948,-0.000207566044199
3639.077,0.0625770601803,-0.0059561752988
3641.005,0.0619982978538,-0.00201751921398
3642.934,0.0614192353393,0.00334905990075
3644.862,0.0608404730128,-0.0111571012368
3646.791,0.0602614104984,-0.0169825959321
3648.719,0.0596826481718,0.00334593923294
3650.648,0.0591035856574,0.00398056895226
3652.576,0.0585248233308,-0.00752181780907
3654.505,0.0579457608164,0.00118613266233
3656.433,0.0573669984899,0.00678306791121
3658.362,0.0567879359754,-0.00810232753198
