wavenumber (/cm),baseline value (/cm),baseline-subtracted absorbance (/cm),
3.450083999999999833e+03,9.458806732032742914e-02,4.650005054083194977e-04
3.452012000000000171e+03,9.414053208691242070e-02,3.125716775920217572e-03
3.453940999999999804e+03,9.369276472941390210e-02,-9.094836215597368323e-04
3.455869000000000142e+03,9.324522949599889365e-02,-2.913176529254268843e-03
3.457797999999999774e+03,9.279746213850037506e-02,2.442606596969376653e-03
3.459726000000000113e+03,9.234992690508536661e-02,5.023973832810169071e-03
3.461655000000000200e+03,9.190215954758673700e-02,1.473459577047253610e-03
3.463583000000000084e+03,9.145462431417195059e-02,3.842555509946277148e-03
3.465512000000000171e+03,9.100685695667332098e-02,5.594780564806667300e-03
3.467440000000000055e+03,9.055932172325842355e-02,6.549239885960234098e-03
3.469369000000000142e+03,9.011155436575979394e-02,1.178574675624566304e-02
3.471297000000000025e+03,8.966401913234489651e-02,1.261638115068375310e-02
3.473226000000000113e+03,8.921625177484626690e-02,1.307324584973690307e-02
3.475153999999999996e+03,8.876871654143136947e-02,1.965794877748117120e-02
3.477083000000000084e+03,8.832094918393273986e-02,2.446890222615549781e-02
3.479010999999999967e+03,8.787341395051795345e-02,2.977037458683162718e-02
3.480940000000000055e+03,8.742564659301932384e-02,3.079279068586482371e-02
3.482867999999999938e+03,8.697811135960442641e-02,2.943551443641312382e-02
3.484797000000000025e+03,8.653034400210579680e-02,3.043670340515214345e-02
3.486724999999999909e+03,8.608280876869089937e-02,3.188898947248985927e-02
3.488653999999999996e+03,8.563504141119226976e-02,3.037830135642127782e-02
3.490581999999999880e+03,8.518750617777737233e-02,3.060143549815519393e-02
3.492510999999999967e+03,8.473973882027874271e-02,2.722680317911485570e-02
3.494438999999999851e+03,8.429220358686395631e-02,2.708755988225586275e-02
3.496367999999999938e+03,8.384443622936532670e-02,2.888931490780288769e-02
3.498295999999999822e+03,8.339690099595042927e-02,3.074087318781615341e-02
3.500224999999999909e+03,8.294913363845179965e-02,3.356203587534589694e-02
3.502152999999999793e+03,8.250159840503690223e-02,3.668418952582352954e-02
3.504081999999999880e+03,8.205383104753827261e-02,3.878666223053728324e-02
3.506010000000000218e+03,8.160629581412337519e-02,4.281956085220650632e-02
3.507938999999999851e+03,8.115852845662474557e-02,4.925085191333389290e-02
3.509867000000000189e+03,8.071099322320984815e-02,5.736643526157758632e-02
3.511795999999999822e+03,8.026322586571132955e-02,6.225421070560177572e-02
3.513724000000000160e+03,7.981569063229632111e-02,6.288419817797363809e-02
3.515652999999999793e+03,7.936792327479780251e-02,6.857456131026273827e-02
3.517581000000000131e+03,7.892038804138279406e-02,8.145917326459117813e-02
3.519510000000000218e+03,7.847262068388416445e-02,9.442488260126702393e-02
3.521438000000000102e+03,7.802508545046937805e-02,1.033996593185593227e-01
3.523367000000000189e+03,7.757731809297074843e-02,1.141537038417307359e-01
3.525295000000000073e+03,7.712978285955585100e-02,1.173314523572643875e-01
3.527224000000000160e+03,7.668201550205722139e-02,1.165854463396492902e-01
3.529152000000000044e+03,7.623448026864232396e-02,1.132459604470152925e-01
3.531081000000000131e+03,7.578671291114369435e-02,1.009771605347272727e-01
3.533009000000000015e+03,7.533917767772879692e-02,8.772308857113420011e-02
3.534938000000000102e+03,7.489141032023016731e-02,8.020815502900668914e-02
3.536865999999999985e+03,7.444387508681538090e-02,8.072594195553806085e-02
3.538795000000000073e+03,7.399610772931675129e-02,7.849302600160434906e-02
3.540722999999999956e+03,7.354857249590185386e-02,8.054775824300464127e-02
3.542652000000000044e+03,7.310080513840322425e-02,7.702706305122619668e-02
3.544579999999999927e+03,7.265326990498832682e-02,6.794968167693837824e-02
3.546509000000000015e+03,7.220550254748969721e-02,5.996977289979654735e-02
3.548436999999999898e+03,7.175796731407479978e-02,5.617693615302343790e-02
3.550365999999999985e+03,7.131019995657617017e-02,5.432560313652001760e-02
3.552293999999999869e+03,7.086266472316138376e-02,5.791121579841984612e-02
3.554222999999999956e+03,7.041489736566275415e-02,6.446178311548578233e-02
3.556150999999999840e+03,6.996736213224785672e-02,7.951560562273063404e-02
3.558079999999999927e+03,6.951959477474922711e-02,1.006269735058532566e-01
3.560007999999999811e+03,6.907205954133432968e-02,1.296255043927607709e-01
3.561936999999999898e+03,6.862429218383570007e-02,1.529490424972520524e-01
3.563864999999999782e+03,6.817675695042080264e-02,1.671669203971988260e-01
3.565793999999999869e+03,6.772898959292217302e-02,1.824180840955446081e-01
3.567722000000000207e+03,6.728145435950727560e-02,2.093833591449911768e-01
3.569650999999999840e+03,6.683368700200875701e-02,2.389982143423763361e-01
3.571579000000000178e+03,6.638615176859374856e-02,2.621941575410191572e-01
3.573507999999999811e+03,6.593838441109522996e-02,2.569722594785239789e-01
3.575436000000000149e+03,6.549084917768022152e-02,2.151555674805631924e-01
3.577364999999999782e+03,6.504308182018170292e-02,1.546572113163795503e-01
3.579293000000000120e+03,6.459554658676680550e-02,1.046407821305080921e-01
3.581222000000000207e+03,6.414777922926817588e-02,7.416516932021144370e-02
3.583150000000000091e+03,6.370024399585327846e-02,5.500894431911695914e-02
3.585079000000000178e+03,6.325247663835464884e-02,4.308938124095407218e-02
3.587007000000000062e+03,6.280494140493975141e-02,4.115088594773397279e-02
3.588936000000000149e+03,6.235717404744112180e-02,3.902107319808600927e-02
3.590864000000000033e+03,6.190963881402622437e-02,4.238986588626703078e-02
3.592793000000000120e+03,6.146187145652759476e-02,5.497095983832744892e-02
3.594721000000000004e+03,6.101433622311280836e-02,7.732489353530236365e-02
3.596650000000000091e+03,6.056656886561417874e-02,9.965479977888203056e-02
3.598577999999999975e+03,6.011903363219928131e-02,1.003611038387399734e-01
3.600507000000000062e+03,5.967126627470065170e-02,7.787801099205371447e-02
3.602434999999999945e+03,5.922373104128575427e-02,4.458401180719318013e-02
3.604364000000000033e+03,5.877596368378712466e-02,2.156518662451201163e-02
3.606291999999999916e+03,5.832842845037222723e-02,1.217647400591004292e-02
3.608221000000000004e+03,5.788066109287359762e-02,7.807199010230081448e-03
3.610148999999999887e+03,5.743312585945881121e-02,3.832415432363789343e-03
