3.482800e+003, 0.00, 0.00, 0.00
3525, 0.00, 0.00, 0.00
3542, 0.00, 0.00, 0.00
3566, 0.01, 8.61, 0.13
3572, 0.01,28.64, 0.39
3600, 0.08,11.67, 0.94
