baseline wavenumber (cm-1),baseline absorbance (cm-1),baseline-subtracted absorbance (cm-1)
3199.379,0.200288082483,1.62092561595e-14
3201.308,0.198683528976,0.00058615666066
3203.236,0.197086839926,0.00156776433968
3205.165,0.195496359017,0.000784344510694
3207.093,0.19391373527,-0.000104476198005
3209.021,0.192338142351,0.000538133803752
3210.95,0.190768768515,0.00110124058246
3212.878,0.189207240899,0.000842794479929
3214.807,0.18765193966,0.000399713023327
3216.736,0.186103676545,0.00159014737045
3218.664,0.184563248707,0.000828442388122
3220.593,0.18302905819,-0.000454005121811
3222.521,0.181502695653,-0.000942703740018
3224.449,0.179983363945,-0.000205743405576
3226.378,0.178470280501,-0.000548517638458
3228.306,0.176965014096,0.000273942742513
3230.235,0.175466003249,9.29778483665e-05
3232.164,0.173974030526,-0.000632273728655
3234.092,0.172489863898,-0.000248885428743
3236.021,0.171011963773,-0.000210386900834
3237.949,0.169541862448,-0.00157663450911
3239.877,0.168078791951,-0.00127296965215
3241.806,0.166621998898,-0.00083255181464
3243.734,0.165172993704,-0.000102742010716
3245.663,0.16373027325,-7.01094973663e-05
3247.592,0.162294590918,-0.00129034549242
3249.52,0.160866685501,-0.000985456349364
3251.448,0.159445810912,0.000161487177455
3253.377,0.158031235654,-0.00021763007406
3255.305,0.156624426367,-5.1091686194e-05
3257.234,0.155223923707,0.000460903948988
3259.162,0.153831179723,-0.000197802587811
3261.091,0.152444749661,-0.0010210157075
3263.02,0.151065357722,0.000615123426565
3264.948,0.149693713515,0.0019251078735
3266.876,0.148329100137,0.00205905310266
3268.805,0.146970815271,0.000888782424723
3270.733,0.145620267195,0.00172533070254
3272.662,0.144276054927,0.00221742531198
3274.591,0.142938880781,0.0023956992246
3276.519,0.141609432483,0.00127695182892
3278.448,0.140286330936,0.00233521965522
3280.376,0.138970947941,0.00292028828706
3282.304,0.137662595773,0.00297068028073
3284.233,0.136360601299,0.00204433148214
3286.161,0.135066314434,0.0032830234819
3288.09,0.133778392557,0.0039639505135
3290.019,0.132497508804,0.00408593403416
3291.947,0.131224321717,0.00406477158149
3293.875,0.129958165457,0.00495490438997
3295.804,0.128698388777,0.00548386129888
3297.732,0.12744629782,0.00624267418017
3299.661,0.126200593738,0.00460401558196
3301.589,0.124962568084,0.00384416394898
3303.518,0.123730936599,0.00471190177127
3305.447,0.122506343238,0.00632717541145
3307.375,0.121289417362,0.00535517982842
3309.303,0.120079522313,0.00490481004327
3311.232,0.118876036024,0.00477503038615
3313.16,0.117680206279,0.00444958246094
3315.089,0.116490792588,0.00477727574309
3317.017,0.115309028145,0.00617484934424
3318.946,0.114133687052,0.00532350490154
3320.875,0.112965384083,0.00571398516785
3322.803,0.111804719417,0.00755644504234
3324.731,0.11065108558,0.00836084204595
3326.66,0.109503889683,0.00721298083141
3328.588,0.108364321148,0.00671047921584
3330.517,0.107231197849,0.00674383500202
3332.445,0.106105694617,0.00616510291644
3334.374,0.104986643917,0.00710321760165
3336.302,0.103875205987,0.00841125919042
3338.231,0.102770227884,0.00728738861212
3340.159,0.101672855257,0.00740982946909
3342.088,0.100581949753,0.00743786223539
3344.016,0.0994986424287,0.00906347219782
3345.945,0.0984218095221,0.00898645895058
3347.873,0.0973525675006,0.00810381580074
3349.802,0.096289807192,0.00798897578589
3351.73,0.0952346304732,0.00857260696744
3353.659,0.0941859427626,0.00760673893157
3355.587,0.0931448313465,0.00688347149392
3357.516,0.0921102162338,0.00800653298278
3359.444,0.0910831701205,0.00916245810152
3361.373,0.0900626276058,0.00974177955076
3363.302,0.0890491232145,0.0107199053916
3365.23,0.0880431768785,0.0094055242233
3367.158,0.0870442613705,0.00904792502389
3369.087,0.0860518640519,0.00895369543465
3371.015,0.0850670138466,0.00915364722688
3372.944,0.0840886891259,0.00954873127234
3374.872,0.0831179042234,0.00952487349824
3376.801,0.0821536521007,0.00901535628908
3378.729,0.0811969325009,0.00908912835025
3380.658,0.0802467529762,0.00813493104285
3382.586,0.079304098679,0.00870813219129
3384.515,0.0783679917523,0.00938092162078
3386.443,0.0774394027579,0.0103155755096
3388.372,0.0765173684292,0.0101332936551
3390.3,0.0756028447374,0.00978075983144
3392.229,0.0746948830067,0.0103217954528
3394.157,0.0737944246177,0.011072653114
3396.086,0.072900535485,0.0114646722377
3398.014,0.0720141423987,0.0118734548924
3399.943,0.0711343258639,0.0108160430838
3401.871,0.0702619980803,0.0116327760024
3403.8,0.0693962541435,0.0122215564296
3405.728,0.0685379916627,0.0131278326576
3407.657,0.0676863203239,0.0139284578021
3409.585,0.0668421231457,0.014475980564
3411.514,0.0660045244049,0.0141091923645
3413.442,0.0651743925294,0.013001085081
3415.371,0.0643508663866,0.0109827028037
3417.299,0.0635347998139,0.0114793516063
3419.228,0.0627253462691,0.0133794753219
3421.156,0.061923344999,0.0142830635727
3423.085,0.0611279640522,0.0129653342395
3425.013,0.0603400280849,0.014069150122
3426.942,0.059558719736,0.0147412903721
3428.87,0.0587848490714,0.0143097632808
3430.799,0.0580176133205,0.0142653140018
3432.727,0.0572578079586,0.014198272098
3434.656,0.0565046448058,0.0141609773513
3436.584,0.0557589047465,0.015217543247
3438.513,0.0550198141917,0.0142630120491
3440.441,0.0542881394351,0.0133142056573
3442.37,0.0535631214783,0.0121863983843
3444.298,0.0528455120245,0.0136292681231
3446.227,0.0521345666656,0.0133359680559
3448.155,0.0514310225145,0.0125258156539
3450.084,0.0507341497536,0.0130230523085
3452.012,0.0500446709052,0.0138692075948
3453.941,0.0493618707423,0.0134315185229
