3.482800e+003, 0.00, 0.00, 0.00
3525, 0.00, 0.00, 0.00
3542, 0.00, 0.00, 0.00
3566, 0.02, 9.43, 0.19
3572, 0.00, 0.00, 0.00
3600, 0.06,11.28, 0.73
